fecha,SO2_Media,SO2_Mediana,SO2_Max,SO2_Min,PART_Media,PART_Mediana,PART_Max,PART_Min,NO2_Media,NO2_Mediana,NO2_Max,NO2_Min,CO_Media,CO_Mediana,CO_Max,CO_Min,O3_Media,O3_Mediana,O3_Max,O3_Min
2018-01-01,6.618055555555555,6.0,10.0,5.0,25.46527777777778,17.0,197.0,5.0,49.59027777777778,45.5,121.0,11.0,806.9236111111111,674.5,1982.0,445.0,,,,
2018-01-02,8.493055555555555,7.0,32.0,5.0,31.805555555555557,26.5,73.0,9.0,56.31944444444444,53.0,113.0,24.0,820.6319444444445,716.0,1753.0,510.0,,,,
2018-01-03,10.743055555555555,9.0,24.0,6.0,48.50694444444444,41.0,109.0,23.0,67.39583333333333,65.5,138.0,32.0,1011.6319444444445,882.0,2178.0,566.0,,,,
2018-01-04,7.865248226950355,7.0,27.0,6.0,53.41843971631206,51.0,96.0,27.0,50.758865248226954,48.0,104.0,22.0,852.4539007092199,822.0,1624.0,608.0,,,,
2018-01-05,6.680555555555555,7.0,9.0,5.0,20.0625,20.5,42.0,5.0,44.63194444444444,37.0,100.0,8.0,762.1666666666666,603.5,2853.0,441.0,,,,
2018-01-06,5.625,6.0,8.0,4.0,12.9375,9.5,48.0,5.0,29.604166666666668,25.5,86.0,4.0,3201.9513888888887,2988.5,4158.0,2740.0,,,,
2018-01-07,5.520833333333333,6.0,7.0,4.0,13.8125,12.0,40.0,5.0,27.90277777777778,25.0,62.0,7.0,2288.5763888888887,2257.0,2747.0,2122.0,,,,
2018-01-08,6.340425531914893,6.0,12.0,4.0,17.015037593984964,16.0,56.0,5.0,46.780141843971634,49.0,123.0,7.0,2195.824324324324,2204.0,2286.0,2055.0,,,,
2018-01-09,7.305555555555555,7.0,12.0,5.0,32.791666666666664,30.0,67.0,11.0,57.68055555555556,57.0,107.0,11.0,,,,,,,,
2018-01-10,7.101449275362318,7.0,10.0,5.0,17.625,17.0,70.0,5.0,46.83571428571429,44.0,107.0,11.0,370.9146341463415,355.5,702.0,218.0,,,,
2018-01-11,6.819444444444445,7.0,10.0,5.0,19.78472222222222,17.0,58.0,8.0,47.65277777777778,45.5,125.0,4.0,439.74305555555554,369.5,1284.0,193.0,,,,
2018-01-12,9.583333333333334,10.0,18.0,6.0,36.826388888888886,31.0,118.0,9.0,78.46527777777777,68.0,145.0,30.0,780.2291666666666,560.5,1897.0,291.0,,,,
2018-01-13,9.104166666666666,9.0,17.0,6.0,43.61805555555556,44.0,75.0,14.0,67.22916666666667,64.0,122.0,39.0,776.1736111111111,706.0,1854.0,342.0,,,,
2018-01-14,6.916666666666667,7.0,8.0,5.0,23.256944444444443,20.5,58.0,5.0,42.895833333333336,42.0,87.0,17.0,494.5486111111111,474.0,1380.0,314.0,,,,
2018-01-15,8.347222222222221,8.0,14.0,6.0,23.95138888888889,18.0,94.0,5.0,51.916666666666664,48.0,114.0,12.0,636.1944444444445,537.0,1771.0,316.0,,,,
2018-01-16,11.097222222222221,11.0,22.0,6.0,49.55555555555556,43.0,132.0,14.0,74.75694444444444,69.0,196.0,37.0,870.7986111111111,704.0,2569.0,438.0,,,,
2018-01-17,12.555555555555555,12.5,31.0,7.0,61.666666666666664,57.0,122.0,29.0,84.63194444444444,76.5,163.0,47.0,1109.4722222222222,869.5,2595.0,448.0,,,,
2018-01-18,11.07638888888889,11.0,23.0,7.0,54.611111111111114,44.0,133.0,14.0,77.31944444444444,72.0,151.0,36.0,973.9930555555555,858.5,2334.0,406.0,,,,
2018-01-19,10.909722222222221,10.5,28.0,7.0,72.08333333333333,72.0,132.0,28.0,76.41666666666667,75.0,142.0,43.0,1072.3472222222222,1004.5,2584.0,490.0,,,,
2018-01-20,9.715277777777779,10.0,17.0,6.0,49.423611111111114,47.0,92.0,31.0,64.85416666666667,60.0,114.0,36.0,821.375,767.5,1903.0,489.0,,,,
2018-01-21,8.70138888888889,9.0,11.0,7.0,27.4375,27.0,52.0,5.0,49.9375,50.5,116.0,20.0,637.0486111111111,593.0,1311.0,335.0,,,,
2018-01-22,14.944444444444445,12.0,50.0,6.0,42.74305555555556,35.0,111.0,12.0,73.96527777777777,69.5,153.0,18.0,884.9236111111111,688.0,2461.0,306.0,,,,
2018-01-23,12.472222222222221,12.0,38.0,7.0,55.75694444444444,53.0,112.0,28.0,88.43055555555556,81.5,174.0,40.0,1020.7430555555555,773.0,2302.0,429.0,,,,
2018-01-24,12.770833333333334,12.5,27.0,7.0,64.74305555555556,57.0,154.0,23.0,89.13888888888889,83.5,160.0,31.0,1072.138888888889,923.5,2280.0,426.0,,,,
2018-01-25,9.555555555555555,9.0,15.0,6.0,56.798611111111114,58.0,242.0,5.0,54.923611111111114,54.0,113.0,14.0,681.2430555555555,597.5,1682.0,355.0,,,,
2018-01-26,6.798611111111111,7.0,8.0,5.0,8.847222222222221,6.0,43.0,5.0,28.944444444444443,25.5,74.0,6.0,419.18055555555554,408.5,720.0,211.0,,,,
2018-01-27,6.479166666666667,6.0,8.0,5.0,10.756944444444445,7.0,36.0,5.0,25.055555555555557,22.0,64.0,7.0,432.1041666666667,414.0,693.0,301.0,,,,
2018-01-28,6.722222222222222,6.0,12.0,5.0,12.04861111111111,5.0,65.0,5.0,22.756944444444443,11.0,93.0,4.0,439.69444444444446,353.0,1281.0,323.0,,,,
2018-01-29,7.807407407407408,8.0,16.0,5.0,25.88888888888889,21.0,115.0,7.0,43.172661870503596,39.0,102.0,6.0,536.8450704225352,472.0,1142.0,302.0,,,,
2018-01-30,9.63888888888889,8.0,34.0,6.0,35.44444444444444,31.5,106.0,10.0,57.145833333333336,57.5,112.0,12.0,646.1111111111111,542.5,1455.0,377.0,,,,
2018-01-31,10.020833333333334,9.0,18.0,6.0,47.979166666666664,46.0,96.0,27.0,68.56944444444444,73.0,109.0,22.0,802.9236111111111,774.5,1415.0,426.0,,,,
2018-02-01,7.819444444444445,8.0,10.0,6.0,38.74305555555556,37.0,63.0,19.0,41.30555555555556,40.0,95.0,4.0,514.5694444444445,474.5,1042.0,331.0,,,,
2018-02-02,6.465277777777778,6.0,8.0,5.0,10.944444444444445,6.0,79.0,5.0,30.34722222222222,30.0,83.0,5.0,451.78472222222223,445.0,1045.0,224.0,,,,
2018-02-03,7.722222222222222,8.0,11.0,6.0,24.71527777777778,25.0,62.0,5.0,43.395833333333336,44.5,86.0,8.0,580.5,530.0,999.0,356.0,,,,
2018-02-04,6.763888888888889,7.0,9.0,5.0,26.77777777777778,25.0,59.0,8.0,40.729166666666664,41.0,83.0,14.0,596.0694444444445,578.5,1108.0,414.0,,,,
2018-02-05,6.715277777777778,7.0,9.0,5.0,15.055555555555555,14.0,43.0,5.0,40.65972222222222,41.0,78.0,10.0,537.1527777777778,513.5,908.0,403.0,,,,
2018-02-06,7.097222222222222,7.0,10.0,5.0,28.54861111111111,24.0,102.0,5.0,38.02777777777778,37.0,71.0,15.0,568.7777777777778,521.5,1033.0,374.0,,,,
2018-02-07,7.743055555555555,7.0,14.0,6.0,23.708333333333332,22.0,64.0,5.0,50.048611111111114,48.5,117.0,7.0,581.6388888888889,518.5,1198.0,336.0,,,,
2018-02-08,9.395833333333334,8.0,32.0,6.0,34.15277777777778,34.0,77.0,8.0,55.708333333333336,58.0,98.0,17.0,669.6666666666666,624.5,1413.0,455.0,,,,
2018-02-09,7.519083969465649,7.0,20.0,4.0,29.15277777777778,28.0,69.0,9.0,53.583941605839414,47.0,111.0,23.0,627.3409090909091,588.0,1473.0,399.0,,,,
2018-02-10,5.256944444444445,5.0,8.0,4.0,25.583333333333332,29.0,57.0,6.0,51.451388888888886,53.0,89.0,21.0,556.0833333333334,532.5,843.0,370.0,,,,
2018-02-11,5.680555555555555,5.0,10.0,4.0,22.84722222222222,21.0,79.0,7.0,51.56944444444444,46.0,106.0,16.0,546.9652777777778,500.0,1205.0,362.0,,,,
2018-02-12,5.388888888888889,5.0,9.0,4.0,26.708333333333332,27.0,52.0,5.0,56.763888888888886,53.5,119.0,19.0,627.0763888888889,570.5,1277.0,420.0,,,,
2018-02-13,6.381944444444445,5.0,35.0,3.0,28.77777777777778,23.5,93.0,5.0,63.65277777777778,60.5,134.0,24.0,580.3888888888889,508.5,1408.0,297.0,,,,
2018-02-14,7.305555555555555,7.0,20.0,4.0,34.59722222222222,34.0,71.0,14.0,71.32638888888889,70.0,123.0,34.0,631.1041666666666,562.5,1185.0,353.0,,,,
2018-02-15,10.743055555555555,8.5,46.0,4.0,39.826388888888886,39.0,84.0,11.0,81.55555555555556,77.5,156.0,38.0,801.4097222222222,666.5,2268.0,435.0,,,,
2018-02-16,7.845588235294118,6.0,19.0,4.0,47.42741935483871,47.5,94.0,13.0,72.78676470588235,67.0,133.0,30.0,761.4485294117648,658.5,1678.0,453.0,,,,
2018-02-17,7.486111111111111,6.0,31.0,4.0,39.97222222222222,40.0,67.0,12.0,63.77777777777778,68.0,116.0,23.0,544.0763888888889,533.0,991.0,317.0,,,,
2018-02-18,5.291666666666667,5.0,7.0,4.0,37.388888888888886,40.0,98.0,12.0,49.125,51.0,85.0,16.0,480.2638888888889,458.5,944.0,290.0,,,,
2018-02-19,5.916030534351145,6.0,11.0,4.0,36.11805555555556,39.0,59.0,13.0,65.31944444444444,53.5,282.0,23.0,563.531746031746,487.0,1366.0,364.0,,,,
2018-02-20,5.861111111111111,5.0,12.0,4.0,25.90277777777778,25.0,62.0,5.0,47.31707317073171,50.0,100.0,13.0,617.5496183206106,561.0,1476.0,280.0,,,,
2018-02-21,5.0,5.0,8.0,4.0,17.54861111111111,13.0,57.0,5.0,35.201388888888886,28.0,92.0,7.0,390.6041666666667,412.5,808.0,100.0,,,,
2018-02-22,5.895833333333333,5.0,20.0,4.0,26.708333333333332,26.0,64.0,11.0,45.88194444444444,44.5,97.0,9.0,552.5972222222222,509.0,2342.0,343.0,,,,
2018-02-23,8.79861111111111,6.0,90.0,4.0,35.791666666666664,33.0,80.0,12.0,60.583333333333336,61.0,117.0,14.0,557.3888888888889,505.0,1026.0,342.0,,,,
2018-02-24,5.458333333333333,5.0,8.0,4.0,39.44444444444444,43.5,79.0,15.0,50.638888888888886,50.0,104.0,13.0,519.5486111111111,482.0,932.0,325.0,,,,
2018-02-25,5.104166666666667,5.0,7.0,4.0,39.701388888888886,44.0,66.0,11.0,43.486111111111114,34.5,114.0,11.0,508.0208333333333,448.0,1301.0,257.0,,,,
2018-02-26,5.598540145985401,5.0,17.0,4.0,44.990990990990994,46.0,67.0,11.0,57.13,50.5,126.0,14.0,565.4861111111111,476.0,1345.0,263.0,,,,
2018-02-27,4.826388888888889,5.0,8.0,4.0,16.34722222222222,13.0,49.0,7.0,43.104166666666664,40.0,103.0,5.0,454.6736111111111,409.5,1037.0,297.0,,,,
2018-02-28,5.083333333333333,5.0,9.0,4.0,,,,,20.541666666666668,15.0,84.0,3.0,295.4166666666667,276.5,758.0,210.0,,,,
2018-03-01,5.534722222222222,4.0,23.0,3.0,15.0,14.5,19.0,11.0,29.444444444444443,23.0,96.0,3.0,302.4513888888889,298.0,469.0,213.0,,,,
2018-03-02,4.722222222222222,4.0,9.0,4.0,13.083333333333334,12.0,30.0,5.0,47.84027777777778,44.0,104.0,5.0,367.6458333333333,341.0,738.0,228.0,,,,
2018-03-03,5.763888888888889,5.0,14.0,4.0,18.833333333333332,16.0,60.0,6.0,47.34722222222222,42.0,96.0,6.0,362.8333333333333,302.5,860.0,191.0,,,,
2018-03-04,4.326388888888889,4.0,6.0,3.0,8.881944444444445,7.0,45.0,5.0,30.22222222222222,23.0,100.0,5.0,299.1736111111111,250.5,861.0,179.0,,,,
2018-03-05,4.3125,4.0,8.0,3.0,9.3125,9.0,19.0,5.0,31.6875,23.0,118.0,3.0,264.03472222222223,245.0,732.0,161.0,,,,
2018-03-06,4.965277777777778,5.0,11.0,3.0,13.784722222222221,13.0,24.0,8.0,42.27777777777778,42.5,98.0,4.0,310.3611111111111,326.5,589.0,178.0,,,,
2018-03-07,6.7388059701492535,5.0,24.0,3.0,12.479166666666666,11.0,42.0,5.0,51.52777777777778,46.0,143.0,8.0,395.1194029850746,364.0,809.0,195.0,,,,
2018-03-08,4.604166666666667,4.0,8.0,3.0,12.20138888888889,11.0,62.0,5.0,42.31944444444444,39.0,84.0,10.0,425.13194444444446,404.0,700.0,308.0,,,,
2018-03-09,5.847222222222222,5.0,21.0,4.0,16.694444444444443,15.0,80.0,5.0,42.270833333333336,39.5,85.0,15.0,319.09722222222223,291.0,690.0,190.0,,,,
2018-03-10,4.340277777777778,4.0,6.0,4.0,11.777777777777779,11.0,32.0,5.0,22.22222222222222,16.0,74.0,8.0,259.3541666666667,211.5,638.0,122.0,,,,
2018-03-11,4.013888888888889,4.0,5.0,3.0,7.826388888888889,6.0,19.0,5.0,15.0625,13.0,53.0,4.0,304.9375,307.0,539.0,116.0,,,,
2018-03-12,4.5,4.0,7.0,3.0,17.28472222222222,19.0,32.0,8.0,30.26388888888889,28.0,87.0,3.0,330.4583333333333,316.5,562.0,212.0,,,,
