fecha,SO2_Media,SO2_Mediana,SO2_Max,SO2_Min,PART_Media,PART_Mediana,PART_Max,PART_Min,NO2_Media,NO2_Mediana,NO2_Max,NO2_Min,CO_Media,CO_Mediana,CO_Max,CO_Min,O3_Media,O3_Mediana,O3_Max,O3_Min
2017-01-01,7.9375,8.0,9.0,7.0,61.68055555555556,43.5,167.0,22.0,25.0625,24.0,67.0,1.0,498.8958333333333,200.5,2144.0,26.0,26.429577464788732,11.0,74.0,4.0
2017-01-04,9.333333333333334,8.0,17.0,7.0,63.270833333333336,58.5,112.0,37.0,31.1875,29.0,69.0,11.0,224.42361111111111,190.5,723.0,82.0,14.67361111111111,6.0,97.0,3.0
2017-01-05,8.585714285714285,8.0,14.0,7.0,43.570422535211264,40.0,151.0,17.0,28.528169014084508,25.0,62.0,6.0,351.3732394366197,224.5,1518.0,57.0,15.985074626865671,7.0,59.0,3.0
2017-01-06,9.590277777777779,8.0,48.0,7.0,32.229166666666664,28.0,63.0,16.0,22.51388888888889,19.0,66.0,1.0,196.90277777777777,100.0,929.0,21.0,22.895833333333332,10.0,71.0,3.0
2017-01-07,7.826388888888889,8.0,9.0,7.0,37.94444444444444,30.0,75.0,18.0,21.375,14.0,80.0,1.0,160.35416666666666,86.0,686.0,21.0,27.305555555555557,21.5,83.0,3.0
2017-01-08,8.222222222222221,8.0,10.0,7.0,50.72222222222222,45.0,92.0,27.0,28.5,21.0,83.0,1.0,300.2083333333333,141.5,1119.0,26.0,22.506944444444443,7.0,76.0,3.0
2017-01-09,8.833333333333334,8.0,13.0,7.0,43.986111111111114,42.0,90.0,16.0,39.44444444444444,40.5,90.0,1.0,249.88888888888889,195.0,930.0,21.0,19.46527777777778,7.0,74.0,3.0
2017-01-10,10.408450704225352,9.0,26.0,7.0,39.401408450704224,36.0,77.0,17.0,32.647887323943664,30.0,82.0,9.0,149.42957746478874,116.0,750.0,24.0,15.943661971830986,10.0,47.0,3.0
2017-01-11,9.5,9.0,18.0,8.0,22.729166666666668,25.0,36.0,9.0,21.083333333333332,22.5,56.0,1.0,95.65277777777777,93.0,528.0,24.0,29.895833333333332,23.0,68.0,3.0
2017-01-13,9.57638888888889,9.0,17.0,8.0,37.47222222222222,36.0,62.0,21.0,27.270833333333332,27.0,57.0,1.0,190.84722222222223,165.0,564.0,49.0,20.104166666666668,12.0,61.0,3.0
2017-01-14,8.631944444444445,8.0,13.0,7.0,21.76388888888889,23.0,39.0,8.0,13.131944444444445,12.5,39.0,1.0,85.83333333333333,58.5,271.0,23.0,38.576388888888886,46.0,86.0,3.0
2017-01-15,9.45138888888889,9.0,14.0,8.0,13.604166666666666,12.0,28.0,7.0,4.944444444444445,2.0,32.0,1.0,66.94444444444444,62.0,286.0,27.0,49.236111111111114,50.5,92.0,17.0
2017-01-16,9.186666666666667,9.0,10.0,8.0,20.375,18.0,36.0,13.0,22.094594594594593,14.0,66.0,1.0,116.50704225352112,103.0,328.0,55.0,23.18840579710145,26.0,40.0,3.0
2017-01-17,11.125,10.0,19.0,8.0,,,,,27.458333333333332,26.5,63.0,0.0,66.90277777777777,51.0,304.0,13.0,28.82638888888889,26.5,71.0,1.0
2017-01-18,10.79861111111111,10.0,33.0,9.0,20.833333333333332,19.0,42.0,7.0,16.666666666666668,15.0,59.0,0.0,107.25,97.0,179.0,52.0,45.486111111111114,46.0,75.0,9.0
2017-01-19,10.13888888888889,10.0,15.0,9.0,16.88888888888889,14.0,33.0,9.0,15.027777777777779,10.0,60.0,0.0,89.64583333333333,62.5,241.0,43.0,39.94444444444444,43.0,84.0,3.0
2017-01-20,9.743055555555555,10.0,11.0,8.0,27.20138888888889,24.5,64.0,9.0,23.63888888888889,15.0,65.0,0.0,231.31944444444446,134.5,1075.0,78.0,24.291666666666668,27.5,53.0,2.0
2017-01-21,10.479166666666666,10.0,17.0,9.0,31.40277777777778,33.0,68.0,10.0,20.506944444444443,21.0,41.0,0.0,170.33333333333334,138.0,588.0,15.0,26.454545454545453,32.0,70.0,1.0
2017-01-22,9.756944444444445,10.0,13.0,8.0,25.123893805309734,23.0,58.0,13.0,14.79861111111111,11.0,74.0,0.0,183.91666666666666,151.0,1200.0,60.0,41.18881118881119,36.0,80.0,3.0
2017-01-23,10.479166666666666,10.0,18.0,8.0,36.74305555555556,37.0,73.0,11.0,36.208333333333336,32.0,87.0,2.0,223.89583333333334,174.0,611.0,46.0,23.986013986013987,16.0,67.0,2.0
