fecha,SO2_Media,SO2_Mediana,SO2_Max,SO2_Min,PART_Media,PART_Mediana,PART_Max,PART_Min,NO2_Media,NO2_Mediana,NO2_Max,NO2_Min,CO_Media,CO_Mediana,CO_Max,CO_Min,O3_Media,O3_Mediana,O3_Max,O3_Min
2017-01-01,,,,,21.25,20.0,50.0,10.0,29.13888888888889,23.0,98.0,12.0,337.4583333333333,284.0,936.0,211.0,44.61805555555556,39.0,85.0,7.0
2017-01-04,28.666666666666668,24.0,90.0,19.0,47.548611111111114,49.0,88.0,8.0,62.9375,65.5,116.0,11.0,552.3958333333334,459.0,1610.0,197.0,14.354166666666666,10.0,42.0,5.0
2017-01-05,24.21276595744681,23.0,34.0,19.0,23.907801418439718,19.0,63.0,10.0,45.05673758865248,46.0,143.0,13.0,379.12056737588654,334.0,1474.0,221.0,23.19148936170213,24.0,53.0,6.0
2017-01-06,22.506944444444443,21.0,51.0,18.0,18.11111111111111,18.0,44.0,5.0,36.798611111111114,32.0,82.0,9.0,314.59722222222223,273.5,736.0,188.0,36.9375,36.0,83.0,6.0
2017-01-07,20.270833333333332,20.0,24.0,18.0,21.868055555555557,20.0,42.0,11.0,36.236111111111114,30.5,100.0,8.0,324.31944444444446,266.5,699.0,181.0,37.701388888888886,37.0,78.0,5.0
2017-01-08,19.618055555555557,20.0,26.0,7.0,21.756944444444443,19.5,58.0,5.0,41.041666666666664,36.0,113.0,10.0,366.875,322.5,1043.0,205.0,37.80555555555556,35.0,84.0,7.0
2017-01-09,20.8768115942029,19.0,51.0,14.0,29.666666666666668,20.5,128.0,8.0,55.22222222222222,51.5,188.0,11.0,492.40972222222223,385.0,2427.0,211.0,29.412587412587413,28.0,77.0,3.0
2017-01-10,18.36764705882353,17.0,45.0,10.0,35.97222222222222,36.0,85.0,8.0,61.042857142857144,67.0,105.0,14.0,545.7391304347826,412.0,1262.0,249.0,18.40714285714286,13.0,45.0,5.0
2017-01-11,12.534722222222221,12.0,18.0,9.0,17.95138888888889,21.5,41.0,5.0,46.013888888888886,47.0,96.0,9.0,394.78472222222223,343.0,985.0,193.0,32.388888888888886,16.5,79.0,5.0
2017-01-13,16.930555555555557,13.0,64.0,9.0,28.09722222222222,25.0,87.0,5.0,54.354166666666664,56.0,108.0,11.0,458.9375,419.5,1089.0,211.0,20.63888888888889,14.0,65.0,5.0
2017-01-14,11.631944444444445,11.0,20.0,7.0,15.25,9.5,47.0,5.0,30.98611111111111,29.0,58.0,9.0,332.84027777777777,306.0,643.0,231.0,44.25694444444444,49.0,86.0,6.0
2017-01-15,11.25,11.0,20.0,5.0,10.618055555555555,9.0,47.0,5.0,21.708333333333332,19.0,51.0,9.0,274.8888888888889,268.0,431.0,204.0,58.65972222222222,67.0,87.0,14.0
2017-01-16,12.04861111111111,12.0,20.0,9.0,14.444444444444445,11.0,50.0,5.0,34.84722222222222,28.5,89.0,11.0,357.3958333333333,327.0,586.0,226.0,48.40277777777778,46.0,85.0,6.0
2017-01-17,16.1875,14.0,45.0,8.0,20.72222222222222,20.5,67.0,5.0,46.5625,55.0,87.0,9.0,366.03472222222223,331.0,705.0,207.0,34.28472222222222,22.5,82.0,4.0
2017-01-18,12.8875,13.0,17.0,7.0,9.625,5.0,49.0,1.0,27.8625,21.5,67.0,6.0,307.25,282.5,534.0,223.0,51.3875,59.0,84.0,9.0
2017-01-19,13.145833333333334,13.0,27.0,2.0,14.713286713286713,12.0,40.0,3.0,29.430555555555557,21.5,81.0,6.0,300.3263888888889,267.5,644.0,125.0,49.4375,55.5,81.0,8.0
2017-01-20,13.395833333333334,13.0,22.0,7.0,26.416666666666668,24.0,75.0,14.0,43.3125,44.0,94.0,14.0,427.1041666666667,375.0,1441.0,250.0,26.854166666666668,29.0,51.0,5.0
2017-01-21,14.98611111111111,12.0,44.0,8.0,20.305555555555557,15.0,51.0,4.0,39.826388888888886,40.5,66.0,11.0,374.88194444444446,375.0,750.0,229.0,30.506944444444443,28.5,87.0,3.0
2017-01-22,11.73611111111111,12.0,17.0,5.0,18.125,19.0,42.0,6.0,36.47222222222222,33.0,91.0,14.0,327.75,321.5,514.0,250.0,44.72222222222222,39.0,89.0,7.0
2017-01-23,17.375,13.0,79.0,9.0,22.40972222222222,16.0,55.0,7.0,50.291666666666664,60.5,109.0,7.0,386.5208333333333,373.5,828.0,250.0,34.979166666666664,35.0,74.0,5.0
2017-01-24,13.958333333333334,12.0,45.0,7.0,25.15972222222222,23.5,56.0,8.0,57.53472222222222,61.0,102.0,11.0,422.0486111111111,375.0,867.0,250.0,31.520833333333332,24.5,90.0,4.0
2017-01-25,12.78048780487805,11.0,56.0,6.0,26.979166666666668,23.5,76.0,9.0,53.43884892086331,48.0,121.0,13.0,396.74468085106383,370.0,1052.0,224.0,33.47482014388489,31.0,68.0,3.0
2017-01-26,15.26388888888889,13.0,53.0,9.0,28.875,18.0,95.0,3.0,52.40277777777778,50.0,107.0,10.0,369.13194444444446,315.0,836.0,125.0,41.513888888888886,44.0,91.0,7.0
2017-01-27,12.097222222222221,12.0,16.0,9.0,7.118055555555555,7.0,18.0,1.0,32.388888888888886,28.0,94.0,5.0,208.41666666666666,213.5,493.0,125.0,64.97222222222223,70.5,91.0,6.0
2017-01-28,9.930555555555555,10.0,14.0,7.0,9.215277777777779,7.0,24.0,5.0,27.26388888888889,20.0,70.0,9.0,204.51388888888889,178.5,447.0,125.0,64.27083333333333,73.0,87.0,11.0
2017-01-29,10.166666666666666,9.5,19.0,7.0,21.762237762237763,21.0,53.0,6.0,40.1875,32.0,101.0,13.0,336.9791666666667,250.0,840.0,245.0,39.236111111111114,37.0,89.0,6.0
2017-01-30,14.368055555555555,12.0,65.0,7.0,21.45138888888889,20.0,50.0,6.0,54.80555555555556,60.0,104.0,11.0,400.4583333333333,375.0,990.0,134.0,25.8125,27.0,64.0,6.0
2017-01-31,12.375,12.0,21.0,9.0,15.840277777777779,12.0,83.0,3.0,49.041666666666664,47.0,122.0,13.0,367.375,274.0,1488.0,152.0,33.4375,33.0,83.0,5.0
2017-02-01,13.284722222222221,12.0,58.0,9.0,18.63888888888889,18.0,62.0,5.0,42.625,42.0,113.0,9.0,234.34939759036143,209.0,777.0,125.0,43.798611111111114,44.5,86.0,8.0
2017-02-02,13.119718309859154,12.0,27.0,9.0,24.56338028169014,22.0,89.0,7.0,56.528169014084504,63.5,101.0,16.0,,,,,20.929577464788732,18.0,59.0,0.0
2017-02-03,12.17361111111111,12.0,22.0,7.0,27.09027777777778,26.0,45.0,18.0,49.46527777777778,49.0,97.0,10.0,,,,,35.44444444444444,28.0,88.0,5.0
2017-02-04,10.20138888888889,10.0,14.0,6.0,18.125,19.5,34.0,8.0,24.583333333333332,21.0,59.0,5.0,,,,,69.11111111111111,76.0,93.0,23.0
2017-02-05,10.45138888888889,10.0,14.0,7.0,10.76388888888889,11.0,19.0,2.0,18.625,15.0,45.0,4.0,,,,,71.27083333333333,70.5,92.0,42.0
