fecha,SO2_Media,SO2_Mediana,SO2_Max,SO2_Min,PART_Media,PART_Mediana,PART_Max,PART_Min,NO2_Media,NO2_Mediana,NO2_Max,NO2_Min,CO_Media,CO_Mediana,CO_Max,CO_Min,O3_Media,O3_Mediana,O3_Max,O3_Min
2019-01-01,0.7152777777777778,0.0,4.0,0.0,28.95138888888889,18.0,102.0,8.0,51.145833333333336,49.5,146.0,14.0,465.27777777777777,338.0,1468.0,164.0,26.194444444444443,20.0,77.0,0.0
2019-01-02,7.333333333333333,1.0,80.0,0.0,20.84027777777778,18.0,76.0,4.0,60.25694444444444,59.5,150.0,12.0,352.59722222222223,295.0,2238.0,154.0,15.756944444444445,11.5,50.0,0.0
2019-01-03,5.583333333333333,1.0,111.0,0.0,30.07638888888889,29.0,84.0,9.0,58.90277777777778,62.5,158.0,14.0,387.88194444444446,323.5,951.0,156.0,17.75,13.0,67.0,0.0
2019-01-04,4.236111111111111,0.0,43.0,0.0,21.59722222222222,17.0,198.0,9.0,46.611111111111114,44.5,106.0,10.0,250.20833333333334,207.0,865.0,121.0,23.770833333333332,24.5,56.0,1.0
2019-01-05,2.3636363636363638,0.0,34.0,0.0,28.01010101010101,33.0,63.0,7.0,51.464646464646464,50.0,86.0,15.0,396.37373737373736,376.0,738.0,169.0,19.151515151515152,14.0,63.0,0.0
2019-01-06,0.5694444444444444,0.0,5.0,0.0,21.868055555555557,20.0,65.0,3.0,48.076388888888886,47.0,135.0,15.0,372.9861111111111,340.5,1101.0,150.0,26.95138888888889,19.5,84.0,1.0
2019-01-07,5.263888888888889,1.0,45.0,0.0,23.381944444444443,25.0,69.0,1.0,54.541666666666664,55.0,158.0,9.0,351.52777777777777,302.0,1669.0,144.0,22.993055555555557,19.0,69.0,0.0
2019-01-08,6.263888888888889,2.0,80.0,0.0,40.11805555555556,30.5,278.0,4.0,65.40277777777777,69.5,132.0,9.0,393.06944444444446,358.5,1391.0,116.0,20.729166666666668,14.0,65.0,0.0
2019-01-09,5.138888888888889,4.0,29.0,0.0,34.145833333333336,26.5,215.0,7.0,64.61805555555556,73.0,117.0,17.0,470.59027777777777,410.5,1206.0,187.0,15.42361111111111,11.5,44.0,0.0
2019-01-10,3.0793650793650795,2.0,15.0,0.0,17.246031746031747,18.0,31.0,5.0,56.317460317460316,58.5,99.0,20.0,378.95238095238096,349.0,764.0,187.0,18.126984126984127,14.5,64.0,0.0
2019-01-11,3.9444444444444446,0.0,52.0,0.0,23.979166666666668,19.5,77.0,5.0,46.40972222222222,42.5,105.0,8.0,303.2291666666667,275.5,663.0,143.0,25.625,19.0,67.0,0.0
2019-01-12,0.2152777777777778,0.0,3.0,0.0,24.118055555555557,21.5,68.0,6.0,41.145833333333336,39.5,106.0,11.0,309.9236111111111,284.0,615.0,164.0,34.895833333333336,34.0,85.0,0.0
2019-01-13,0.7012987012987013,0.0,10.0,0.0,26.4025974025974,15.0,72.0,6.0,39.16883116883117,40.0,72.0,14.0,374.16883116883116,335.0,815.0,185.0,22.7012987012987,24.0,49.0,0.0
2019-01-14,3.8333333333333335,0.0,23.0,0.0,30.27777777777778,26.0,125.0,3.0,60.923611111111114,59.5,191.0,10.0,485.0625,381.0,2622.0,166.0,19.13888888888889,8.0,60.0,0.0
2019-01-15,7.201388888888889,1.0,87.0,0.0,41.263888888888886,38.0,183.0,3.0,62.72222222222222,71.0,121.0,9.0,437.0,393.5,1192.0,136.0,14.583333333333334,8.5,57.0,0.0
2019-01-16,1.3333333333333333,0.0,8.0,0.0,41.57446808510638,38.0,92.0,23.0,54.875,55.5,113.0,17.0,381.0625,341.5,944.0,165.0,13.972222222222221,9.0,55.0,0.0
2019-01-17,5.256944444444445,1.0,52.0,0.0,35.77777777777778,38.0,72.0,7.0,57.19444444444444,59.5,93.0,15.0,389.05555555555554,386.0,895.0,149.0,12.930555555555555,5.5,68.0,0.0
2019-01-18,4.138888888888889,1.0,28.0,0.0,30.70138888888889,31.0,56.0,13.0,53.59722222222222,53.0,113.0,17.0,323.34722222222223,270.0,920.0,167.0,17.541666666666668,17.0,48.0,0.0
2019-01-19,2.1180555555555554,1.0,24.0,0.0,28.694444444444443,27.0,52.0,11.0,46.104166666666664,46.5,77.0,23.0,274.375,255.5,442.0,167.0,18.01388888888889,17.0,52.0,0.0
2019-01-20,0.4861111111111111,0.0,2.0,0.0,6.097222222222222,4.0,37.0,1.0,23.88888888888889,22.0,59.0,6.0,185.56944444444446,166.0,486.0,94.0,38.0,38.5,62.0,0.0
2019-01-21,0.4166666666666667,0.0,10.0,0.0,5.611111111111111,5.0,27.0,0.0,24.895833333333332,20.0,73.0,5.0,209.88194444444446,192.0,527.0,120.0,46.63194444444444,55.0,72.0,0.0
2019-01-22,2.6597222222222223,0.0,41.0,0.0,17.381944444444443,16.0,54.0,1.0,43.354166666666664,42.5,88.0,13.0,280.56944444444446,242.5,654.0,149.0,22.11111111111111,22.0,54.0,0.0
2019-01-23,0.3055555555555556,0.0,3.0,0.0,8.76388888888889,9.0,23.0,3.0,32.666666666666664,32.0,71.0,10.0,223.98611111111111,210.0,809.0,129.0,36.763888888888886,38.5,61.0,5.0
2019-01-24,4.448529411764706,5.0,13.0,0.0,13.284722222222221,9.0,42.0,4.0,33.6764705882353,31.0,75.0,5.0,249.30882352941177,165.5,897.0,92.0,30.014705882352942,34.0,62.0,0.0
2019-01-25,4.354166666666667,4.0,8.0,0.0,11.597222222222221,7.0,47.0,0.0,30.729166666666668,26.5,79.0,7.0,263.52777777777777,201.0,921.0,96.0,27.680555555555557,17.0,72.0,0.0
2019-01-26,6.895833333333333,5.0,25.0,1.0,16.180555555555557,16.0,59.0,2.0,51.625,51.0,127.0,17.0,270.28472222222223,245.0,1181.0,101.0,15.944444444444445,14.0,68.0,0.0
2019-01-27,4.368055555555555,4.0,8.0,1.0,18.430555555555557,16.0,54.0,5.0,26.25,25.0,62.0,8.0,205.84722222222223,192.0,399.0,101.0,36.048611111111114,30.0,79.0,0.0
2019-01-28,4.5625,4.0,24.0,0.0,11.430555555555555,10.5,23.0,6.0,27.53472222222222,26.0,72.0,7.0,203.6875,184.5,536.0,139.0,36.854166666666664,35.0,72.0,0.0
2019-01-29,3.937062937062937,3.0,20.0,0.0,12.748251748251748,12.0,25.0,5.0,35.97202797202797,32.0,79.0,9.0,201.006993006993,164.0,466.0,128.0,30.762237762237763,31.0,72.0,0.0
2019-01-30,0.1527777777777778,0.0,4.0,0.0,9.243055555555555,8.0,32.0,0.0,27.29861111111111,27.0,74.0,4.0,160.66666666666666,160.0,400.0,64.0,50.1875,55.0,79.0,2.0
2019-01-31,0.0,0.0,0.0,0.0,5.263888888888889,5.0,26.0,0.0,25.47222222222222,23.0,75.0,4.0,137.88888888888889,131.0,424.0,64.0,46.479166666666664,49.0,71.0,4.0
2019-02-01,0.20833333333333334,0.0,8.0,0.0,7.693693693693693,8.0,17.0,0.0,20.333333333333332,19.0,68.0,2.0,127.6875,141.0,204.0,52.0,60.013888888888886,62.0,83.0,13.0
2019-02-02,0.0,0.0,0.0,0.0,7.375,7.0,16.0,2.0,18.256944444444443,17.0,49.0,4.0,168.86111111111111,175.5,297.0,86.0,66.81944444444444,69.0,91.0,30.0
2019-02-03,0.0,0.0,0.0,0.0,3.8819444444444446,3.0,27.0,0.0,15.0625,12.5,48.0,4.0,196.83333333333334,187.0,333.0,135.0,61.979166666666664,71.0,85.0,14.0
2019-02-04,0.1111111111111111,0.0,4.0,0.0,16.40972222222222,16.0,47.0,1.0,45.44444444444444,49.0,123.0,3.0,309.3611111111111,282.0,1432.0,153.0,31.770833333333332,33.0,81.0,0.0
