altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,sol,tmax,tmed,tmin,velmedia
567,17.0,2017-01-30,00,24,18:51,14:50,06:54,5530E,GRANADA AEROPUERTO,"0,0","960,2","952,9",GRANADA,"5,0","9,7","20,9","10,6","0,2","1,1"
567,23.0,2017-01-31,00,14,16:35,14:52,06:48,5530E,GRANADA AEROPUERTO,"0,0","952,9","948,2",GRANADA,"6,7","9,5","21,9","11,2","0,5","1,4"
567,28.0,2017-02-01,Varias,00,12:22,15:02,07:19,5530E,GRANADA AEROPUERTO,"0,0","954,7","951,9",GRANADA,"8,3","9,6","17,6","8,8","0,1","2,8"
567,99.0,2017-02-02,Varias,14,Varias,14:41,04:31,5530E,GRANADA AEROPUERTO,"0,9","956,0","951,2",GRANADA,"5,0","0,2","15,2","9,2","3,3","1,1"
567,99.0,2017-02-03,Varias,05,13:20,13:11,02:30,5530E,GRANADA AEROPUERTO,Ip,"957,9","955,1",GRANADA,"11,4","6,8","16,2","11,0","5,8","2,2"
567,27.0,2017-02-04,11,16,15:15,13:33,06:22,5530E,GRANADA AEROPUERTO,"4,6","958,3","955,0",GRANADA,"10,8","1,6","16,4","12,0","7,6","3,1"
567,31.0,2017-02-05,23,06,12:15,12:35,21:34,5530E,GRANADA AEROPUERTO,"0,1","963,1","953,0",GRANADA,"17,5","4,6","14,9","11,2","7,6","6,7"
567,99.0,2017-02-06,Varias,15,Varias,14:14,04:39,5530E,GRANADA AEROPUERTO,"0,0","964,5","961,1",GRANADA,"9,2","9,9","17,3","10,0","2,6","1,4"
567,34.0,2017-02-07,00,15,Varias,14:36,05:49,5530E,GRANADA AEROPUERTO,"0,0","962,2","956,6",GRANADA,"9,7","5,0","17,7","9,3","0,9","2,2"
567,4.0,2017-02-08,Varias,17,11:52,14:10,23:40,5530E,GRANADA AEROPUERTO,"0,0","959,8","957,4",GRANADA,"10,3","10,0","15,3","8,9","2,5","3,1"
567,16.0,2017-02-09,00,24,18:15,14:51,07:30,5530E,GRANADA AEROPUERTO,"0,0","959,0","947,1",GRANADA,"8,3","8,4","18,6","7,8","-3,1","1,4"
567,27.0,2017-02-10,Varias,15,10:41,12:13,04:48,5530E,GRANADA AEROPUERTO,"21,7","947,7","945,1",GRANADA,"10,8","0,0","7,1","3,8","0,6","1,9"
567,12.0,2017-02-11,00,21,14:23,15:41,00:35,5530E,GRANADA AEROPUERTO,"2,9","945,3","936,9",GRANADA,"10,8","3,4","14,5","9,6","4,7","2,8"
567,15.0,2017-02-12,00,22,10:27,13:18,02:01,5530E,GRANADA AEROPUERTO,"6,4","938,1","931,9",GRANADA,"15,3","3,7","18,0","13,2","8,3","5,3"
567,27.0,2017-02-13,Varias,01,16:21,13:40,23:02,5530E,GRANADA AEROPUERTO,"0,4","953,0","933,4",GRANADA,"12,5","3,4","15,6","10,1","4,6","3,9"
567,99.0,2017-02-14,Varias,00,Varias,16:22,06:42,5530E,GRANADA AEROPUERTO,"0,0","959,2","952,9",GRANADA,"4,2","6,3","17,0","8,8","0,7","0,3"
567,16.0,2017-02-15,24,16,16:48,14:44,07:23,5530E,GRANADA AEROPUERTO,"0,0","962,2","958,4",GRANADA,"7,8","9,6","19,0","10,0","1,1","0,8"
567,99.0,2017-02-16,09,15,16:13,13:42,06:05,5530E,GRANADA AEROPUERTO,"0,0","962,7","959,5",GRANADA,"8,3","9,0","18,5","10,8","3,1","3,1"
567,17.0,2017-02-17,00,16,13:43,16:23,04:02,5530E,GRANADA AEROPUERTO,"0,0","961,3","956,9",GRANADA,"5,8","6,8","17,8","11,0","4,1","1,1"
567,99.0,2017-02-18,00,24,Varias,16:16,03:44,5530E,GRANADA AEROPUERTO,"3,6","958,4","951,1",GRANADA,"3,6","2,5","15,8","9,3","2,8","0,3"
567,4.0,2017-02-19,Varias,04,13:27,11:59,22:52,5530E,GRANADA AEROPUERTO,"0,0","954,9","950,2",GRANADA,"11,7","3,5","17,6","12,0","6,3","3,6"
567,3.0,2017-02-20,01,16,Varias,14:42,02:14,5530E,GRANADA AEROPUERTO,"0,0","954,9","950,4",GRANADA,"12,8","3,6","15,4","10,6","5,8","4,2"
567,4.0,2017-02-21,00,16,14:17,15:41,06:45,5530E,GRANADA AEROPUERTO,"0,0","953,6","949,1",GRANADA,"8,9","8,9","20,9","13,5","6,1","2,2"
567,14.0,2017-02-22,00,16,20:36,13:22,07:29,5530E,GRANADA AEROPUERTO,"5,5","952,5","946,9",GRANADA,"20,0","6,6","20,6","14,0","7,4","1,1"
567,22.0,2017-02-23,Varias,16,11:55,11:26,23:54,5530E,GRANADA AEROPUERTO,"0,5","947,7","945,1",GRANADA,"7,8","1,1","16,6","12,2","7,8","1,9"
567,99.0,2017-02-24,Varias,04,Varias,14:40,04:22,5530E,GRANADA AEROPUERTO,"0,1","952,1","946,7",GRANADA,"6,7","5,4","18,6","11,8","4,9","0,8"
567,29.0,2017-02-25,24,01,16:21,14:56,03:49,5530E,GRANADA AEROPUERTO,"0,0","956,2","951,7",GRANADA,"9,7","6,2","18,6","12,4","6,2","1,7"
567,28.0,2017-02-26,Varias,16,17:20,15:24,02:28,5530E,GRANADA AEROPUERTO,"0,0","956,9","952,8",GRANADA,"7,8","7,9","19,3","12,0","4,7","1,9"
567,28.0,2017-02-27,Varias,15,14:44,13:22,23:52,5530E,GRANADA AEROPUERTO,"0,0","954,1","951,4",GRANADA,"9,7","7,0","17,6","11,5","5,4","2,8"
567,99.0,2017-02-28,23,15,Varias,14:36,02:47,5530E,GRANADA AEROPUERTO,"0,0","954,9","951,2",GRANADA,"10,3","3,8","16,2","9,6","3,1","1,9"
567,99.0,2017-03-01,Varias,15,Varias,15:15,07:02,5530E,GRANADA AEROPUERTO,"0,0","954,9","951,8",GRANADA,"5,8","10,8","20,9","11,0","1,0","1,7"
567,28.0,2017-03-02,Varias,17,16:03,14:39,06:11,5530E,GRANADA AEROPUERTO,"0,0","954,8","949,6",GRANADA,"5,8","10,9","22,3","12,0","1,8","1,1"
567,26.0,2017-03-03,00,15,15:02,10:40,04:25,5530E,GRANADA AEROPUERTO,"6,0","949,9","940,5",GRANADA,"26,4","4,6","20,4","11,1","1,8","5,6"
567,99.0,2017-03-04,Varias,13,Varias,15:49,01:10,5530E,GRANADA AEROPUERTO,"4,6","950,3","942,2",GRANADA,"17,5","0,0","13,4","9,4","5,4","5,3"
567,29.0,2017-03-05,Varias,00,14:43,14:12,04:47,5530E,GRANADA AEROPUERTO,"0,0","959,9","950,3",GRANADA,"4,7","0,9","15,0","9,3","3,6","0,8"
567,36.0,2017-03-06,Varias,15,17:53,13:35,05:51,5530E,GRANADA AEROPUERTO,"0,0","961,2","958,0",GRANADA,"7,2","7,8","19,7","14,0","8,3","2,2"
567,34.0,2017-03-07,Varias,17,17:06,15:02,06:50,5530E,GRANADA AEROPUERTO,"0,0","962,0","957,1",GRANADA,"7,2","10,8","24,8","14,1","3,4","1,4"
567,17.0,2017-03-08,Varias,16,18:44,16:06,06:30,5530E,GRANADA AEROPUERTO,"0,0","961,0","957,5",GRANADA,"6,1","11,1","27,8","15,3","2,8","1,4"
567,17.0,2017-03-09,Varias,16,Varias,15:23,06:47,5530E,GRANADA AEROPUERTO,"0,0","961,5","957,4",GRANADA,"8,3","11,1","27,4","15,7","4,0","2,2"
567,23.0,2017-03-10,00,16,18:53,15:27,05:54,5530E,GRANADA AEROPUERTO,"0,0","959,0","953,5",GRANADA,"5,0","11,3","29,7","16,6","3,4","0,3"
567,33.0,2017-03-11,00,16,16:47,14:51,06:06,5530E,GRANADA AEROPUERTO,"0,0","956,1","951,0",GRANADA,"8,9","10,9","28,1","16,0","4,0","1,7"
567,35.0,2017-03-12,00,17,19:38,13:02,05:47,5530E,GRANADA AEROPUERTO,"0,0","953,4","949,2",GRANADA,"13,3","9,8","23,0","15,6","8,3","4,2"
567,3.0,2017-03-13,Varias,04,00:25,00:00,20:43,5530E,GRANADA AEROPUERTO,"4,7","952,4","948,3",GRANADA,"15,3","0,4","10,8","7,8","4,7","2,8"
567,7.0,2017-03-14,Varias,04,15:36,16:30,03:05,5530E,GRANADA AEROPUERTO,"6,4","954,6","951,4",GRANADA,"16,1","0,0","15,6","9,2","2,7","1,1"
567,6.0,2017-03-15,Varias,15,00:08,14:09,23:46,5530E,GRANADA AEROPUERTO,"0,0","954,0","950,8",GRANADA,"15,0","11,2","21,9","13,3","4,7","2,5"
567,9.0,2017-03-16,00,16,18:01,14:13,06:13,5530E,GRANADA AEROPUERTO,"0,0","953,6","949,5",GRANADA,"8,9","7,5","21,6","11,8","2,0","1,9"
567,3.0,2017-03-17,Varias,16,18:36,14:58,03:24,5530E,GRANADA AEROPUERTO,"0,0","954,1","950,4",GRANADA,"6,7","9,9","21,5","13,0","4,5","1,7"
567,99.0,2017-03-18,08,16,Varias,14:35,06:13,5530E,GRANADA AEROPUERTO,"0,0","955,1","951,6",GRANADA,"7,2","11,1","23,2","13,0","2,9","1,4"
567,27.0,2017-03-19,01,17,16:39,15:00,06:19,5530E,GRANADA AEROPUERTO,"0,0","955,0","948,2",GRANADA,"7,8","11,4","24,1","12,6","1,0","0,8"
567,27.0,2017-03-20,Varias,15,16:26,13:31,03:10,5530E,GRANADA AEROPUERTO,"0,0","952,5","948,9",GRANADA,"12,5","9,4","23,3","14,4","5,5","2,8"
567,26.0,2017-03-21,Varias,16,16:10,11:44,05:40,5530E,GRANADA AEROPUERTO,"0,0","954,3","951,8",GRANADA,"11,7","3,1","16,9","10,8","4,8","3,3"
567,99.0,2017-03-22,00,16,Varias,13:16,06:53,5530E,GRANADA AEROPUERTO,"0,0","953,9","948,4",GRANADA,"12,8","8,7","15,7","10,4","5,1","3,3"
567,26.0,2017-03-23,00,15,15:33,Varias,23:58,5530E,GRANADA AEROPUERTO,"0,0","948,8","945,0",GRANADA,"11,7","8,4","12,5","6,6","0,6","3,3"
567,21.0,2017-03-24,Varias,14,14:29,14:03,06:04,5530E,GRANADA AEROPUERTO,"1,9","949,8","945,9",GRANADA,"10,3","5,6","14,5","6,4","-1,7","1,7"
567,26.0,2017-03-25,Varias,15,11:56,14:43,06:17,5530E,GRANADA AEROPUERTO,"0,0","951,4","948,1",GRANADA,"9,7","11,5","16,0","7,0","-2,0","2,8"
567,23.0,2017-03-26,Varias,16,21:50,14:47,06:17,5530E,GRANADA AEROPUERTO,"1,6","952,3","945,0",GRANADA,"16,1","11,7","20,3","9,7","-0,9","3,3"
567,19.0,2017-03-27,Varias,00,00:00,14:19,06:17,5530E,GRANADA AEROPUERTO,"0,0","958,8","951,4",GRANADA,"15,0","6,3","18,7","11,8","4,9","2,2"
567,25.0,2017-03-28,22,03,14:33,16:06,05:53,5530E,GRANADA AEROPUERTO,"0,0","961,5","958,3",GRANADA,"7,8","10,9","23,0","13,3","3,6","1,9"
567,18.0,2017-03-29,00,16,15:58,14:24,05:56,5530E,GRANADA AEROPUERTO,"0,0","961,3","956,8",GRANADA,"9,7","11,8","24,4","13,8","3,3","2,2"
567,14.0,2017-03-30,00,15,12:39,13:17,06:11,5530E,GRANADA AEROPUERTO,"0,0","959,1","954,9",GRANADA,"10,8","11,0","25,3","14,1","2,9","2,2"
567,29.0,2017-03-31,09,16,13:18,13:34,05:06,5530E,GRANADA AEROPUERTO,"0,0","957,8","954,0",GRANADA,"12,8","11,1","24,8","14,8","4,7","3,1"
567,34.0,2017-04-01,Varias,15,16:17,14:06,23:44,5530E,GRANADA AEROPUERTO,"0,0","956,7","953,9",GRANADA,"10,3","12,1","21,1","13,7","6,3","3,1"
567,31.0,2017-04-02,00,16,13:15,15:44,05:56,5530E,GRANADA AEROPUERTO,"0,0","955,7","950,6",GRANADA,"7,8","12,3","24,4","13,2","1,9","1,7"
567,99.0,2017-04-03,Varias,15,Varias,14:25,06:06,5530E,GRANADA AEROPUERTO,"0,0","957,1","953,1",GRANADA,"8,9","12,4","24,9","13,9","2,9","2,5"
567,99.0,2017-04-04,00,16,Varias,15:36,05:48,5530E,GRANADA AEROPUERTO,"0,0","956,7","951,6",GRANADA,"8,9","12,3","25,8","14,2","2,6","2,2"
567,99.0,2017-04-05,00,16,Varias,13:22,05:12,5530E,GRANADA AEROPUERTO,"0,0","954,4","948,6",GRANADA,"11,4","12,5","25,1","14,0","3,0","2,5"
567,35.0,2017-04-06,Varias,15,14:46,13:30,05:55,5530E,GRANADA AEROPUERTO,"0,0","952,7","948,8",GRANADA,"11,7","12,3","23,6","13,5","3,4","2,2"
567,20.0,2017-04-07,22,14,16:48,14:00,05:41,5530E,GRANADA AEROPUERTO,"0,0","953,8","949,7",GRANADA,"12,5","12,3","24,3","14,0","3,6","3,6"
567,18.0,2017-04-08,Varias,16,18:50,15:03,05:46,5530E,GRANADA AEROPUERTO,"0,0","955,2","951,5",GRANADA,"10,8","12,3","24,3","13,4","2,6","2,5"
567,21.0,2017-04-09,22,16,18:16,15:06,05:28,5530E,GRANADA AEROPUERTO,"0,0","956,8","952,8",GRANADA,"10,3","12,5","25,5","14,5","3,5","3,3"
567,99.0,2017-04-10,Varias,16,Varias,15:56,05:37,5530E,GRANADA AEROPUERTO,"0,0","956,9","953,4",GRANADA,"10,3","12,5","27,0","16,4","5,7","3,1"
567,16.0,2017-04-11,Varias,16,17:50,13:32,05:43,5530E,GRANADA AEROPUERTO,"0,0","957,1","952,6",GRANADA,"11,4","11,7","28,9","16,9","4,9","2,8"
567,99.0,2017-04-12,Varias,16,Varias,16:27,05:04,5530E,GRANADA AEROPUERTO,"0,0","955,9","951,2",GRANADA,"11,4","12,4","30,2","17,6","5,0","3,1"
567,99.0,2017-04-13,Varias,16,Varias,15:22,05:31,5530E,GRANADA AEROPUERTO,"0,0","954,8","950,9",GRANADA,"7,8","11,8","30,5","18,4","6,3","1,9"
567,99.0,2017-04-14,Varias,16,Varias,13:22,06:01,5530E,GRANADA AEROPUERTO,"0,0","954,1","950,9",GRANADA,"9,7","9,7","28,0","18,2","8,5","3,3"
567,99.0,2017-04-15,Varias,16,Varias,14:43,05:40,5530E,GRANADA AEROPUERTO,"0,0","954,6","950,9",GRANADA,"8,3","11,7","29,3","18,7","8,1","2,2"
567,99.0,2017-04-16,Varias,15,Varias,13:42,05:35,5530E,GRANADA AEROPUERTO,"0,0","954,6","951,8",GRANADA,"8,9","11,1","30,3","19,4","8,4","1,9"
567,27.0,2017-04-17,06,17,16:04,14:47,06:02,5530E,GRANADA AEROPUERTO,"0,0","953,3","948,6",GRANADA,"9,7","12,2","30,8","19,4","8,0","1,9"
567,14.0,2017-04-18,00,16,16:10,15:29,05:38,5530E,GRANADA AEROPUERTO,"0,0","951,1","944,6",GRANADA,"11,7","12,2","32,7","20,0","7,3","3,9"
567,17.0,2017-04-19,Varias,02,Varias,14:15,04:24,5530E,GRANADA AEROPUERTO,"0,0","950,8","946,9",GRANADA,"11,7","9,4","27,7","19,2","10,6","4,7"
567,3.0,2017-04-20,Varias,16,15:46,16:06,05:08,5530E,GRANADA AEROPUERTO,"0,0","953,5","948,3",GRANADA,"13,3","11,8","24,8","17,2","9,6","3,6"
567,4.0,2017-04-21,22,16,16:56,13:54,05:49,5530E,GRANADA AEROPUERTO,"0,0","956,4","951,9",GRANADA,"13,3","12,1","24,6","16,2","7,8","2,8"
567,17.0,2017-04-22,00,16,15:49,15:13,05:48,5530E,GRANADA AEROPUERTO,"0,0","955,8","950,1",GRANADA,"11,7","11,5","26,2","16,4","6,5","2,8"
567,30.0,2017-04-23,Varias,17,14:32,14:54,05:38,5530E,GRANADA AEROPUERTO,"0,0","951,9","947,8",GRANADA,"10,8","9,6","28,7","20,0","11,3","2,2"
567,14.0,2017-04-24,Varias,17,14:44,13:16,04:34,5530E,GRANADA AEROPUERTO,"0,0","950,9","947,1",GRANADA,"12,5","7,8","28,3","18,6","8,9","2,2"
567,99.0,2017-04-25,00,17,Varias,12:15,05:21,5530E,GRANADA AEROPUERTO,"0,0","948,4","943,4",GRANADA,"12,5","11,2","26,7","18,8","10,8","4,2"
567,99.0,2017-04-26,00,17,Varias,15:10,05:40,5530E,GRANADA AEROPUERTO,"0,4","945,0","942,6",GRANADA,"11,4","9,2","23,6","16,4","9,3","3,9"
567,31.0,2017-04-27,Varias,15,13:50,14:15,02:55,5530E,GRANADA AEROPUERTO,"5,8","945,8","943,0",GRANADA,"7,8","2,8","24,2","18,2","12,1","2,5"
567,14.0,2017-04-28,Varias,03,19:48,12:48,23:30,5530E,GRANADA AEROPUERTO,"12,5","947,6","944,0",GRANADA,"11,4","0,0","14,9","12,8","10,7","1,4"
567,99.0,2017-04-29,24,04,Varias,Varias,03:23,5530E,GRANADA AEROPUERTO,"1,2","949,3","946,5",GRANADA,"8,9","2,6","19,1","14,6","10,1","3,6"
567,34.0,2017-04-30,Varias,02,10:43,15:10,Varias,5530E,GRANADA AEROPUERTO,"0,0","952,3","948,7",GRANADA,"11,4","10,0","20,1","15,4","10,7","4,4"
567,27.0,2017-05-01,Varias,16,16:31,15:22,05:20,5530E,GRANADA AEROPUERTO,"0,0","954,1","951,4",GRANADA,"9,2","13,3","24,6","16,6","8,6","2,5"
567,17.0,2017-05-02,00,18,23:09,15:41,05:33,5530E,GRANADA AEROPUERTO,"0,0","954,0","949,0",GRANADA,"9,2","13,2","28,3","17,8","7,4","2,8"
567,99.0,2017-05-03,00,15,Varias,13:57,05:27,5530E,GRANADA AEROPUERTO,"0,0","950,9","945,7",GRANADA,"10,8","12,7","30,2","19,4","8,7","4,4"
567,99.0,2017-05-04,00,18,Varias,15:12,05:00,5530E,GRANADA AEROPUERTO,"0,0","947,8","941,8",GRANADA,"12,5","10,6","34,1","21,8","9,6","3,3"
567,28.0,2017-05-05,24,03,15:03,13:18,23:46,5530E,GRANADA AEROPUERTO,"0,0","951,3","942,4",GRANADA,"13,9","8,2","27,3","19,9","12,5","3,3"
567,26.0,2017-05-06,Varias,18,17:15,15:35,05:15,5530E,GRANADA AEROPUERTO,"0,0","953,6","950,6",GRANADA,"8,9","13,5","27,5","17,7","7,9","1,4"
567,14.0,2017-05-07,08,17,14:18,13:42,04:24,5530E,GRANADA AEROPUERTO,"0,0","953,7","950,4",GRANADA,"11,4","13,5","30,7","19,2","7,8","1,9"
567,99.0,2017-05-08,Varias,24,Varias,13:20,04:52,5530E,GRANADA AEROPUERTO,"0,0","953,0","948,2",GRANADA,"10,3","13,2","32,4","20,6","8,8","2,2"
567,26.0,2017-05-09,00,17,13:29,10:25,05:12,5530E,GRANADA AEROPUERTO,"0,0","948,2","942,0",GRANADA,"16,4","13,1","30,4","19,8","9,2","6,4"
567,27.0,2017-05-10,00,24,14:37,12:00,05:04,5530E,GRANADA AEROPUERTO,"0,0","944,7","939,0",GRANADA,"12,5","5,7","26,7","18,2","9,8","4,4"
567,99.0,2017-05-11,24,02,Varias,10:46,Varias,5530E,GRANADA AEROPUERTO,"13,0","943,8","938,3",GRANADA,"12,5","4,0","22,1","17,3","12,5","2,8"
567,27.0,2017-05-12,Varias,02,15:58,15:15,04:05,5530E,GRANADA AEROPUERTO,"2,7","950,9","942,7",GRANADA,"12,5","2,4","22,0","15,6","9,3","4,2"
567,28.0,2017-05-13,Varias,01,16:29,14:22,05:15,5530E,GRANADA AEROPUERTO,"0,0","956,4","950,8",GRANADA,"10,8","11,8","24,4","16,3","8,2","3,6"
567,26.0,2017-05-14,Varias,01,16:48,15:54,04:46,5530E,GRANADA AEROPUERTO,"0,0","959,6","956,1",GRANADA,"8,9","13,5","28,9","18,8","8,8","2,8"
567,25.0,2017-05-15,Varias,17,15:45,14:15,04:57,5530E,GRANADA AEROPUERTO,"0,0","960,1","956,5",GRANADA,"10,3","12,3","32,5","21,1","9,7","1,9"
567,17.0,2017-05-16,01,18,18:43,14:55,04:34,5530E,GRANADA AEROPUERTO,"0,0","958,9","954,1",GRANADA,"8,3","9,9","33,0","22,4","11,9","1,4"
567,99.0,2017-05-17,00,17,Varias,14:34,05:11,5530E,GRANADA AEROPUERTO,"0,0","956,2","949,6",GRANADA,"9,2","12,5","32,6","21,8","11,1","2,8"
567,30.0,2017-05-18,Varias,12,12:55,12:14,03:46,5530E,GRANADA AEROPUERTO,"0,0","952,3","948,5",GRANADA,"13,3","13,2","27,7","19,0","10,3","4,4"
567,99.0,2017-05-19,24,15,Varias,15:15,04:41,5530E,GRANADA AEROPUERTO,"0,0","954,3","950,9",GRANADA,"9,2","13,8","30,6","18,6","6,6","3,6"
567,15.0,2017-05-20,Varias,18,22:15,14:10,05:08,5530E,GRANADA AEROPUERTO,"0,0","955,0","951,5",GRANADA,"12,8","13,7","32,2","20,9","9,6","5,0"
567,16.0,2017-05-21,00,15,23:40,15:42,04:29,5530E,GRANADA AEROPUERTO,"0,0","953,9","949,1",GRANADA,"11,7","1,3","30,7","23,2","15,6","2,2"
567,16.0,2017-05-22,Varias,17,00:44,14:35,05:09,5530E,GRANADA AEROPUERTO,"0,0","950,9","947,4",GRANADA,"10,3","13,5","34,4","24,1","13,8","3,1"
567,17.0,2017-05-23,23,17,12:13,15:23,05:00,5530E,GRANADA AEROPUERTO,"0,0","952,3","948,7",GRANADA,"15,0","13,1","34,9","23,2","11,6","4,4"
567,17.0,2017-05-24,Varias,17,Varias,13:36,05:04,5530E,GRANADA AEROPUERTO,"0,0","952,7","948,0",GRANADA,"11,4","12,5","35,5","25,6","15,8","2,5"
567,14.0,2017-05-25,00,17,12:44,14:36,05:22,5530E,GRANADA AEROPUERTO,"0,0","950,6","945,5",GRANADA,"12,5","12,4","37,0","27,0","16,9","3,1"
567,99.0,2017-05-26,Varias,15,Varias,13:49,05:02,5530E,GRANADA AEROPUERTO,"0,0","949,1","945,4",GRANADA,"9,7","12,9","35,4","24,8","14,3","2,8"
567,17.0,2017-05-27,Varias,17,16:27,14:23,04:58,5530E,GRANADA AEROPUERTO,"0,0","950,6","946,2",GRANADA,"10,8","11,9","36,6","25,8","14,9","1,7"
567,99.0,2017-05-28,22,14,17:17,13:18,Varias,5530E,GRANADA AEROPUERTO,"0,0","951,9","948,9",GRANADA,"10,8","9,5","32,5","23,4","14,4","3,3"
567,99.0,2017-05-29,00,16,Varias,15:19,05:04,5530E,GRANADA AEROPUERTO,"0,0","951,5","948,6",GRANADA,"10,8","9,3","29,7","22,8","16,0","4,7"
567,20.0,2017-05-30,24,15,15:49,14:34,05:00,5530E,GRANADA AEROPUERTO,"0,0","951,5","947,6",GRANADA,"11,4","10,4","32,0","22,4","12,9","3,1"
567,15.0,2017-05-31,Varias,16,16:41,15:15,05:09,5530E,GRANADA AEROPUERTO,"0,0","952,8","948,9",GRANADA,"10,3","13,5","33,1","23,6","14,1","3,1"
567,16.0,2017-06-01,06,17,16:04,15:30,04:50,5530E,GRANADA AEROPUERTO,"0,0","953,0","949,2",GRANADA,"9,7","12,1","35,4","26,0","16,6","2,8"
567,11.0,2017-06-02,Varias,17,15:49,12:59,05:19,5530E,GRANADA AEROPUERTO,"0,0","952,3","948,1",GRANADA,"12,5","11,1","36,2","26,5","16,8","3,3"
567,27.0,2017-06-03,Varias,17,Varias,14:19,05:16,5530E,GRANADA AEROPUERTO,"0,0","951,2","948,1",GRANADA,"11,4","13,2","34,0","25,0","16,1","3,3"
567,27.0,2017-06-04,Varias,15,17:16,14:22,05:03,5530E,GRANADA AEROPUERTO,"0,0","950,9","947,6",GRANADA,"15,0","13,9","31,9","23,2","14,6","5,0"
567,29.0,2017-06-05,Varias,17,15:03,14:23,05:08,5530E,GRANADA AEROPUERTO,"0,0","952,0","948,6",GRANADA,"12,8","14,1","31,5","22,3","13,1","2,5"
567,27.0,2017-06-06,Varias,17,Varias,15:01,05:07,5530E,GRANADA AEROPUERTO,"0,0","951,6","948,5",GRANADA,"9,7","14,2","33,6","22,8","12,0","2,2"
567,16.0,2017-06-07,08,18,13:02,13:33,05:00,5530E,GRANADA AEROPUERTO,"0,0","952,9","949,4",GRANADA,"12,8","14,1","35,8","24,0","12,3","4,7"
567,12.0,2017-06-08,00,18,11:41,14:00,05:10,5530E,GRANADA AEROPUERTO,"0,0","951,0","947,4",GRANADA,"10,3","10,9","36,2","26,3","16,4","3,6"
567,27.0,2017-06-09,Varias,16,13:42,Varias,05:04,5530E,GRANADA AEROPUERTO,"0,0","951,5","949,2",GRANADA,"7,8","10,2","35,3","25,6","15,8","2,2"
567,16.0,2017-06-10,Varias,17,15:32,13:54,04:43,5530E,GRANADA AEROPUERTO,"0,0","952,2","949,0",GRANADA,"11,7","13,5","36,9","26,1","15,3","2,8"
567,25.0,2017-06-11,Varias,15,16:41,14:17,04:58,5530E,GRANADA AEROPUERTO,"0,0","951,9","948,2",GRANADA,"10,3","14,0","39,3","28,1","16,9","2,8"
567,16.0,2017-06-12,00,17,17:30,15:07,04:56,5530E,GRANADA AEROPUERTO,"0,0","951,3","945,9",GRANADA,"11,7","14,1","39,3","27,4","15,6","2,8"
567,17.0,2017-06-13,Varias,17,17:19,16:06,04:46,5530E,GRANADA AEROPUERTO,"0,0","948,4","945,0",GRANADA,"11,4","13,9","40,6","28,8","17,0","1,9"
567,20.0,2017-06-14,24,16,19:00,14:16,05:16,5530E,GRANADA AEROPUERTO,"0,0","950,6","946,8",GRANADA,"10,3","13,4","40,9","29,8","18,6","2,8"
567,99.0,2017-06-15,Varias,14,Varias,13:26,04:24,5530E,GRANADA AEROPUERTO,"0,0","953,8","948,7",GRANADA,"8,3","8,1","41,3","31,2","21,1","0,8"
567,17.0,2017-06-16,24,15,15:30,15:10,05:00,5530E,GRANADA AEROPUERTO,"0,7","954,4","950,7",GRANADA,"15,0","9,7","41,0","30,0","19,1","2,5"
567,88.0,2017-06-17,00,18,,15:20,05:40,5530E,GRANADA AEROPUERTO,"0,0","954,4","948,4",GRANADA,"8,1","10,5","41,5","29,8","18,0","2,8"
567,99.0,2017-06-18,Varias,13,Varias,12:16,05:15,5530E,GRANADA AEROPUERTO,"0,0","951,6","948,4",GRANADA,"11,7","8,8","39,5","29,3","19,1","3,9"
567,3.0,2017-06-19,Varias,15,16:02,13:55,05:21,5530E,GRANADA AEROPUERTO,"0,0","953,4","949,5",GRANADA,"18,9","13,2","38,9","29,4","19,9","3,3"
567,14.0,2017-06-20,Varias,17,15:31,15:29,04:00,5530E,GRANADA AEROPUERTO,"0,0","953,3","949,4",GRANADA,"10,3","13,3","38,9","29,0","19,2","2,8"
567,16.0,2017-06-21,Varias,15,15:07,14:09,04:57,5530E,GRANADA AEROPUERTO,"0,0","953,2","949,1",GRANADA,"10,8","13,7","39,5","29,1","18,7","2,8"
567,25.0,2017-06-22,24,16,14:27,13:56,05:11,5530E,GRANADA AEROPUERTO,"0,0","956,0","951,8",GRANADA,"9,7","14,0","38,7","28,5","18,3","2,5"
567,27.0,2017-06-23,Varias,16,17:34,15:02,05:10,5530E,GRANADA AEROPUERTO,"0,0","957,3","953,6",GRANADA,"9,7","13,8","39,6","28,9","18,2","3,6"
567,99.0,2017-06-24,00,18,Varias,14:43,04:35,5530E,GRANADA AEROPUERTO,"0,0","956,8","950,2",GRANADA,"11,7","13,2","40,8","29,1","17,4","3,6"
567,99.0,2017-06-25,Varias,18,Varias,13:45,04:05,5530E,GRANADA AEROPUERTO,"0,0","951,8","945,6",GRANADA,"11,4","4,5","36,1","27,4","18,8","2,8"
567,99.0,2017-06-26,Varias,17,Varias,14:25,05:12,5530E,GRANADA AEROPUERTO,"0,0","948,9","946,1",GRANADA,"10,8","12,5","36,3","27,4","18,6","3,9"
567,99.0,2017-06-27,24,04,Varias,12:34,05:13,5530E,GRANADA AEROPUERTO,"0,0","949,8","946,2",GRANADA,"13,9","12,3","32,4","24,6","16,9","5,8"
