fecha,SO2_Media,SO2_Mediana,SO2_Max,SO2_Min,PART_Media,PART_Mediana,PART_Max,PART_Min,NO2_Media,NO2_Mediana,NO2_Max,NO2_Min,CO_Media,CO_Mediana,CO_Max,CO_Min,O3_Media,O3_Mediana,O3_Max,O3_Min
2019-01-02,,,,,,,,,53.0,53.0,72.0,34.0,382.5,382.5,607.0,158.0,,,,
2019-01-06,,,,,,,,,32.0,32.0,34.0,30.0,165.5,165.5,221.0,110.0,,,,
2019-01-08,13.943181818181818,11.0,41.0,8.0,63.875,63.0,124.0,23.0,46.60227272727273,49.0,81.0,13.0,467.04545454545456,406.5,1506.0,84.0,27.045454545454547,13.0,84.0,2.0
2019-01-09,11.9375,10.0,29.0,8.0,50.5,43.0,84.0,27.0,34.958333333333336,33.5,66.0,9.0,299.46527777777777,230.0,971.0,101.0,18.22222222222222,4.0,72.0,0.0
2019-01-10,11.770833333333334,10.0,37.0,9.0,33.69444444444444,33.0,94.0,7.0,31.743055555555557,28.5,143.0,7.0,127.79861111111111,101.0,603.0,59.0,29.71527777777778,28.0,81.0,0.0
2019-01-11,10.57638888888889,10.0,17.0,8.0,46.40277777777778,38.5,108.0,20.0,32.111111111111114,33.5,107.0,5.0,211.42361111111111,173.5,1390.0,56.0,26.15972222222222,17.0,84.0,0.0
2019-01-12,10.67361111111111,10.0,27.0,9.0,49.833333333333336,48.0,89.0,28.0,28.21527777777778,28.0,67.0,7.0,355.8263888888889,206.0,1562.0,94.0,25.930555555555557,7.0,89.0,0.0
2019-01-13,10.729166666666666,10.0,20.0,9.0,58.145833333333336,49.5,107.0,28.0,27.6875,25.0,68.0,5.0,400.90277777777777,221.5,1592.0,60.0,28.65277777777778,9.0,95.0,0.0
2019-01-14,10.993055555555555,11.0,19.0,9.0,55.736111111111114,52.0,111.0,33.0,36.423611111111114,31.0,85.0,18.0,354.50694444444446,277.5,1078.0,61.0,17.77777777777778,4.0,64.0,0.0
2019-01-15,13.055555555555555,11.0,34.0,9.0,60.5625,55.0,111.0,26.0,38.625,39.5,76.0,14.0,400.68055555555554,297.5,1344.0,68.0,12.333333333333334,3.0,64.0,0.0
2019-01-16,10.780303030303031,10.0,19.0,8.0,66.93939393939394,56.0,126.0,37.0,36.765151515151516,39.0,67.0,9.0,446.8484848484849,267.5,1671.0,107.0,8.590909090909092,3.0,58.0,0.0
2019-01-17,10.61111111111111,10.0,23.0,8.0,48.548611111111114,49.0,83.0,17.0,24.96527777777778,26.0,47.0,7.0,212.22916666666666,174.5,791.0,63.0,25.083333333333332,16.5,81.0,0.0
2019-01-18,9.868055555555555,9.0,16.0,8.0,41.736111111111114,39.0,78.0,25.0,21.631944444444443,20.5,44.0,9.0,125.66666666666667,110.5,425.0,62.0,30.48611111111111,24.5,77.0,0.0
2019-01-19,10.097222222222221,9.0,26.0,7.0,40.4375,37.5,86.0,26.0,26.13888888888889,26.0,47.0,8.0,159.59027777777777,124.5,428.0,70.0,24.868055555555557,17.0,72.0,1.0
2019-01-20,8.722222222222221,9.0,16.0,7.0,13.63888888888889,11.0,44.0,5.0,12.277777777777779,9.0,37.0,2.0,111.61111111111111,87.0,539.0,63.0,45.34722222222222,49.5,67.0,2.0
2019-01-21,9.13888888888889,9.0,18.0,7.0,11.67361111111111,10.0,32.0,5.0,16.881944444444443,15.5,42.0,3.0,93.73611111111111,77.0,330.0,66.0,43.18055555555556,42.5,77.0,0.0
2019-01-22,10.520833333333334,10.0,18.0,8.0,24.006944444444443,23.0,40.0,10.0,21.875,20.0,42.0,10.0,124.45833333333333,112.5,302.0,69.0,25.26388888888889,23.0,66.0,0.0
