fecha,PART_Media,PART_Mediana,PART_Max,PART_Min,dir,prec,presMax,presMin,racha,sol,tmax,tmed,tmin,velmedia,resultado
2017-09-18,30.45833333333333,28.0,54.0,17.0,23.21647509578544,0.0,942.4,940.0,8.922413793103448,10.5,27.0,19.0,11.0,2.9300291545189507,29.67361111111111
2017-09-19,29.67361111111111,29.0,68.0,14.0,23.21647509578544,0.0,943.2,940.4,8.922413793103448,10.8,29.2,19.6,10.0,2.9300291545189507,37.66666666666666
2017-09-20,37.66666666666666,37.5,69.0,17.0,23.21647509578544,0.0,942.1,938.7,8.922413793103448,10.9,29.4,20.8,12.1,4.7,34.583333333333336
2017-09-21,34.583333333333336,36.0,61.0,12.0,23.21647509578544,0.0,939.5,936.9,8.922413793103448,9.3,30.2,21.0,11.8,2.9300291545189507,33.263888888888886
2017-09-22,33.263888888888886,32.0,57.0,17.0,23.21647509578544,0.0,940.2,937.6,8.922413793103448,9.0,28.6,20.5,12.4,2.9300291545189507,28.07843137254902
2017-09-23,28.07843137254902,29.0,33.0,22.0,23.21647509578544,0.0,942.0,939.1,8.922413793103448,8.2,28.8,21.4,14.0,2.9300291545189507,31.590277777777782
2017-09-24,31.590277777777782,32.0,40.0,18.0,23.21647509578544,0.0,943.2,941.1,8.922413793103448,10.7,29.8,21.8,13.8,2.9300291545189507,37.84722222222222
2017-09-25,37.84722222222222,35.0,65.0,24.0,23.21647509578544,0.0,943.0,940.0,8.922413793103448,10.5,30.6,22.0,13.5,2.9300291545189507,36.84027777777778
2017-09-26,36.84027777777778,34.0,66.0,19.0,23.21647509578544,0.0,941.2,938.2,8.922413793103448,10.6,30.6,21.1,11.6,2.9300291545189507,38.4375
2017-09-27,38.4375,37.0,83.0,22.0,23.21647509578544,0.3,943.0,941.0,8.922413793103448,2.5,25.4,19.1,12.8,2.9300291545189507,38.305555555555564
2017-09-28,38.305555555555564,37.0,64.0,23.0,23.21647509578544,0.0,944.1,942.0,8.922413793103448,4.4,26.7,21.8,16.8,2.9300291545189507,28.0
2017-09-29,28.0,27.0,44.0,16.0,23.21647509578544,0.0,943.8,940.8,8.922413793103448,8.8,28.6,20.8,12.9,2.9300291545189507,32.648
2017-09-30,32.648,32.0,58.0,24.0,23.21647509578544,0.0,943.3,939.0,8.922413793103448,7.0,29.0,20.8,12.6,2.9300291545189507,30.125
2017-10-01,30.125,30.0,40.0,19.0,23.21647509578544,0.0,943.2,939.0,8.922413793103448,5.5,30.5,22.6,14.6,2.9300291545189507,31.034722222222218
2017-10-02,31.034722222222218,29.5,65.0,19.0,23.21647509578544,0.0,943.6,941.2,8.922413793103448,9.5,28.0,21.5,15.0,2.9300291545189507,28.743055555555557
2017-10-03,28.743055555555557,27.5,58.0,10.0,23.21647509578544,0.0,943.6,940.1,8.922413793103448,9.2,28.5,20.8,13.0,2.8,27.069444444444446
2017-10-04,27.069444444444446,26.0,52.0,17.0,23.21647509578544,0.0,944.8,942.8,8.922413793103448,9.4,27.6,21.1,14.6,2.9300291545189507,26.41666666666667
2017-10-05,26.41666666666667,23.0,61.0,13.0,23.21647509578544,0.0,944.8,940.7,8.922413793103448,9.3,29.0,20.8,12.6,2.9300291545189507,36.0
2017-10-06,36.0,31.0,85.0,13.0,23.21647509578544,0.0,942.1,938.2,8.922413793103448,9.9,30.4,21.2,12.0,2.9300291545189507,29.70833333333333
2017-10-07,29.70833333333333,26.5,56.0,17.0,23.21647509578544,0.0,942.1,938.2,8.922413793103448,9.9,30.2,21.1,12.0,2.9300291545189507,25.51538461538461
2017-10-08,25.51538461538461,24.5,42.0,15.0,23.21647509578544,0.0,942.3,939.0,8.922413793103448,9.5,29.0,20.7,12.4,2.9300291545189507,33.99270072992701
2017-10-09,33.99270072992701,31.0,73.0,16.0,23.21647509578544,0.0,942.1,939.3,8.922413793103448,10.1,29.6,20.8,12.0,2.9300291545189507,37.625
2017-10-10,37.625,32.0,91.0,18.0,23.21647509578544,0.0,943.0,940.3,8.922413793103448,10.1,29.2,19.9,10.6,2.9300291545189507,36.44274809160304
2017-10-11,36.44274809160304,33.0,99.0,0.0,23.21647509578544,0.0,946.0,942.6,8.922413793103448,9.3,31.0,20.8,10.7,2.9300291545189507,32.74856410551073
2017-10-12,32.77704047504818,30.79478346456693,63.6496062992126,17.135826771653544,23.21647509578544,0.0,948.0,945.7,8.922413793103448,4.4,29.8,21.4,13.0,2.9300291545189507,32.74856410551073
2017-10-13,32.77704047504818,30.79478346456693,63.6496062992126,17.135826771653544,23.21647509578544,0.0,947.2,945.2,8.922413793103448,6.2,30.8,23.0,15.2,2.9300291545189507,52.88976377952756
2017-10-14,52.88976377952756,51.0,82.0,31.0,23.21647509578544,0.0,946.4,944.8,8.922413793103448,6.3,30.5,22.2,14.0,2.9300291545189507,42.743055555555564
2017-10-15,42.743055555555564,41.0,77.0,28.0,23.21647509578544,0.0,946.1,943.1,8.922413793103448,9.6,29.8,20.9,12.0,2.9300291545189507,38.493055555555564
