FECHA-HORA,SO2,PART,NO2,CO,O3
01/01/18-21:00,5,34,58,419,7
01/01/18-21:10,6,46,58,495,8
01/01/18-21:20,5,47,59,763,9
01/01/18-21:30,6,47,67,934,11
01/01/18-21:40,6,47,70,781,9
01/01/18-21:50,6,47,67,685,9
01/01/18-22:00,5,47,68,745,9
01/01/18-22:10,5,66,66,673,8
01/01/18-22:20,6,67,62,632,8
01/01/18-22:30,6,67,68,773,10
01/01/18-22:40,6,67,62,845,10
01/01/18-22:50,6,67,54,830,9
01/01/18-23:00,7,67,56,797,10
01/01/18-23:10,6,66,55,1302,12
01/01/18-23:20,6,66,52,1385,9
01/01/18-23:30,5,66,53,1231,10
01/01/18-23:40,6,66,51,1207,8
01/01/18-23:50,5,66,53,1192,9
02/01/18-00:00,6,66,51,1064,7
02/01/18-00:10,5,77,51,803,7
02/01/18-00:20,5,78,52,623,6
02/01/18-00:30,6,78,45,667,4
02/01/18-00:40,6,78,47,728,5
02/01/18-00:50,6,78,49,724,6
02/01/18-01:00,6,78,47,579,10
02/01/18-01:10,6,53,32,389,19
02/01/18-01:20,6,52,22,329,23
02/01/18-01:30,6,52,27,275,21
02/01/18-01:40,5,52,23,242,20
02/01/18-01:50,5,52,28,368,15
02/01/18-02:00,5,52,34,384,11
02/01/18-02:10,5,29,32,321,14
02/01/18-02:20,5,28,24,283,23
02/01/18-02:30,6,28,16,187,31
02/01/18-02:40,5,28,11,155,36
02/01/18-02:50,5,28,14,143,25
02/01/18-03:00,5,28,27,216,10
02/01/18-03:10,6,22,27,210,15
02/01/18-03:20,5,22,20,166,19
02/01/18-03:30,4,22,18,189,19
02/01/18-03:40,5,22,20,183,18
02/01/18-03:50,6,22,23,163,16
02/01/18-04:00,5,22,21,169,13
02/01/18-04:10,5,1,20,165,11
02/01/18-04:20,5,0,19,169,13
02/01/18-04:30,5,0,19,165,17
02/01/18-04:40,5,0,18,157,18
02/01/18-04:50,5,0,18,157,17
02/01/18-05:00,5,0,18,165,11
02/01/18-05:10,5, ,19,166,11
02/01/18-05:20,5, ,19,164,13
02/01/18-05:30,5, ,20,165,14
02/01/18-05:40,5, ,19,149,14
02/01/18-05:50,6, ,21,160,10
02/01/18-06:00,5, ,20,140,9
02/01/18-06:10,5, ,19,156,8
02/01/18-06:20,5, ,20,166,5
02/01/18-06:30,5, ,25,129,6
02/01/18-06:40,6, ,33,129,5
02/01/18-06:50,6, ,34,127,3
02/01/18-07:00,6, ,31,130,4
02/01/18-07:10,5,54,35,153,3
02/01/18-07:20,6,20,37,162,3
02/01/18-07:30,6,20,32,133,4
02/01/18-07:40,6,20,35,139,5
02/01/18-07:50,6,20,38,160,6
02/01/18-08:00,5,20,35,149,12
02/01/18-08:10,5,20,38,168,8
02/01/18-08:20,6,20,38,150,11
02/01/18-08:30,6,20,39,129,9
02/01/18-08:40,6,20,40,140,7
02/01/18-08:50,6,20,42,158,7
02/01/18-09:00,5,20,42,167,7
02/01/18-09:10,6,21,42,212,8
02/01/18-09:20,6,21,39,177,10
02/01/18-09:30,5,21,34,138,11
02/01/18-09:40,6,21,34,164,12
02/01/18-09:50,6,21,34,161,13
02/01/18-10:00,6,21,35,212,12
02/01/18-10:10,7,23,47,215,12
02/01/18-10:20,6,23,42,194,13
02/01/18-10:30,7,23,41,162,13
02/01/18-10:40,7,23,46,199,13
02/01/18-10:50,8,23,55,221,12
02/01/18-11:00,9,23,59,233,16
02/01/18-11:10,8,31,46,196,23
02/01/18-11:20,8,32,39,166,25
02/01/18-11:30,10,32,48,168,20
02/01/18-11:40,11,32,55,163,18
02/01/18-11:50,10,32,60,169,20
02/01/18-12:00,12,32,57,170,21
02/01/18-12:10,14,33,53,169,23
02/01/18-12:20,18,33,56,170,20
02/01/18-12:30,24,33,68,173,16
02/01/18-12:40,18,33,60,202,21
02/01/18-12:50,14,33,53,170,27
02/01/18-13:00,12,33,41,153,35
02/01/18-13:10,10,30,33,129,42
02/01/18-13:20,12,30,34,131,35
02/01/18-13:30,17,30,54,129,22
02/01/18-13:40,18,30,57,130,23
02/01/18-13:50,14,30,49,131,35
02/01/18-14:00,13,30,45,126,40
02/01/18-14:10,10,23,31,131,57
02/01/18-14:20,9,23,21,127,61
02/01/18-14:30,8,23,18,122,64
02/01/18-14:40,7,23,17,130,64
02/01/18-14:50,7,23,11,125,71
02/01/18-15:00,7,23,11,129,69
02/01/18-15:10,7,16,11,128,66
02/01/18-15:20,6,16,11,128,67
02/01/18-15:30,6,16,13,130,67
02/01/18-15:40,6,16,14,123,68
02/01/18-15:50,6,16,12,132,69
02/01/18-16:00,6,16,11,129,70
02/01/18-16:10,5,19,11,129,72
02/01/18-16:20,5,19,13,131,68
02/01/18-16:30,6,19,15,133,65
02/01/18-16:40,7,19,17,133,60
02/01/18-16:50,7,19,19,130,57
02/01/18-17:00,6,19,21,129,56
02/01/18-17:10,8,21,26,128,46
02/01/18-17:20,10,21,48,148,26
02/01/18-17:30,10,21,51,127,26
02/01/18-17:40,7,21,49,199,31
02/01/18-17:50,7,21,47,214,29
02/01/18-18:00,6,21,51,219,23
02/01/18-18:10,7,32,59,235,17
02/01/18-18:20,7,33,63,311,12
02/01/18-18:30,6,33,72,371,6
02/01/18-18:40,7,33,72,512,5
02/01/18-18:50,6,33,83,804,9
02/01/18-19:00,7,33,83,839,9
02/01/18-19:10,6,68,80,820,8
02/01/18-19:20,7,70,83,958,7
02/01/18-19:30,6,70,79,1010,7
02/01/18-19:40,6,70,86,991,8
02/01/18-19:50,6,70,83,1005,8
02/01/18-20:00,6,70,79,1086,9
02/01/18-20:10,6,97,83,1326,11
02/01/18-20:20,6,99,78,1246,8
02/01/18-20:30,6,99,76,1089,7
02/01/18-20:40,7,99,70,970,6
02/01/18-20:50,6,99,65,874,6
02/01/18-21:00,6,99,74,1125,8
02/01/18-21:10,6,77,75,1238,7
02/01/18-21:20,6,77,72,1185,7
02/01/18-21:30,6,77,67,1084,8
02/01/18-21:40,7,77,68,1274,8
02/01/18-21:50,6,77,68,1434,9
02/01/18-22:00,6,77,59,1320,6
02/01/18-22:10,7,93,62,1151,6
02/01/18-22:20,6,95,63,997,6
02/01/18-22:30,6,95,61,879,6
02/01/18-22:40,7,95,56,874,5
02/01/18-22:50,6,95,57,954,7
02/01/18-23:00,6,95,59,1052,7
02/01/18-23:10,6,78,57,877,6
02/01/18-23:20,6,78,53,917,7
02/01/18-23:30,6,78,51,967,7
02/01/18-23:40,5,78,47,1057,6
02/01/18-23:50,5,78,40,1031,4
03/01/18-00:00,6,78,42,923,5
03/01/18-00:10,6,66,49,567,4
03/01/18-00:20,6,66,48,540,5
03/01/18-00:30,5,66,45,598,5
03/01/18-00:40,6,66,46,696,6
03/01/18-00:50,6,66,44,736,6
03/01/18-01:00,6,66,43,725,6
03/01/18-01:10,6,56,42,721,6
03/01/18-01:20,5,56,40,721,5
03/01/18-01:30,6,56,38,710,5
03/01/18-01:40,6,56,39,697,5
03/01/18-01:50,5,56,37,647,4
03/01/18-02:00,6,56,36,615,4
03/01/18-02:10,6,54,39,588,3
03/01/18-02:20,6,54,36,521,4
03/01/18-02:30,6,54,37,480,4
03/01/18-02:40,6,54,36,434,4
03/01/18-02:50,6,54,32,490,4
03/01/18-03:00,5,54,33,450,3
03/01/18-03:10,5,44,27,391,3
03/01/18-03:20,5,44,28,387,4
03/01/18-03:30,6,44,30,383,3
03/01/18-03:40,6,44,27,378,3
03/01/18-03:50,6,44,23,350,3
03/01/18-04:00,5,44,26,353,3
03/01/18-04:10,5,33,28,319,3
03/01/18-04:20,6,33,26,286,5
03/01/18-04:30,6,33,26,239,5
03/01/18-04:40,5,33,24,235,6
03/01/18-04:50,5,33,21,203,7
03/01/18-05:00,5,33,20,202,6
03/01/18-05:10,6,22,18,202,5
03/01/18-05:20,5,22,20,202,4
03/01/18-05:30,5,22,22,202,4
03/01/18-05:40,5,22,24,202,6
03/01/18-05:50,5,22,22,198,4
03/01/18-06:00,6,22,26,218,5
03/01/18-06:10,5,25,28,198,5
03/01/18-06:20,5,25,33,212,4
03/01/18-06:30,5,25,34,200,4
03/01/18-06:40,5,25,27,201,3
03/01/18-06:50,5,25,22,199,3
03/01/18-07:00,5,25,27,192,3
03/01/18-07:10,5,28,31,165,2
03/01/18-07:20,5,28,31,169,3
03/01/18-07:30,5,28,31,160,3
03/01/18-07:40,6,28,30,170,3
03/01/18-07:50,5,28,27,216,3
03/01/18-08:00,7,28,49,280,4
03/01/18-08:10,6,26,45,259,4
03/01/18-08:20,6,26,42,251,4
03/01/18-08:30,7,26,41,232,3
03/01/18-08:40,6,26,52,321,5
03/01/18-08:50,6,26,57,420,5
03/01/18-09:00,6,26,58,323,5
03/01/18-09:10,7,47,56,352,4
03/01/18-09:20,7,49,68,372,5
03/01/18-09:30,6,49,59,377,5
03/01/18-09:40,6,49,52,400,5
03/01/18-09:50,7,49,42,391,5
03/01/18-10:00,7,49,48,343,6
03/01/18-10:10,7,63,48,376,7
03/01/18-10:20,6,64,53,428,8
03/01/18-10:30,7,64,57,497,10
03/01/18-10:40,7,64,52,334,12
03/01/18-10:50,6,64,45,238,15
03/01/18-11:00,6,64,40,204,20
03/01/18-11:10,6,50,40,200,20
03/01/18-11:20,6,50,37,192,22
03/01/18-11:30,6,50,38,202,23
03/01/18-11:40,6,50,45,225,22
03/01/18-11:50,6,50,43,226,25
03/01/18-12:00,6,50,43,237,28
03/01/18-12:10,7,38,40,206,29
03/01/18-12:20,6,38,31,201,32
03/01/18-12:30,7,38,27,159,33
03/01/18-12:40,6,38,29,163,35
03/01/18-12:50,6,38,28,167,40
03/01/18-13:00,6,38,22,163,45
03/01/18-13:10,6,33,21,166,43
03/01/18-13:20,7,33,19,134,46
03/01/18-13:30,6,33,19,123,44
03/01/18-13:40,7,33,22,150,43
03/01/18-13:50,7,33,24,144,44
03/01/18-14:00,7,33,22,135,46
03/01/18-14:10,6,27,24,163,44
03/01/18-14:20,7,27,25,162,44
03/01/18-14:30,6,27,25,165,45
03/01/18-14:40,7,27,26,171,43
03/01/18-14:50,9,27,34,168,37
03/01/18-15:00,16,27,48,166,24
03/01/18-15:10,17,27,54,164,20
03/01/18-15:20,22,27,59,169,15
03/01/18-15:30,22,27,59,169,15
03/01/18-15:40,18,27,56,148,22
03/01/18-15:50,18,27,53,127,21
03/01/18-16:00,17,27,55,133,22
03/01/18-16:10,15,27,51,129,28
03/01/18-16:20,14,27,40,130,36
03/01/18-16:30,12,27,40,136,34
03/01/18-16:40,12,27,41,157,34
03/01/18-16:50,11,27,46,165,27
03/01/18-17:00,10,27,43,170,34
03/01/18-17:10,9,22,33,165,46
03/01/18-17:20,8,22,22,161,52
03/01/18-17:30,7,22,26,162,48
03/01/18-17:40,7,22,31,201,43
03/01/18-17:50,6,22,35,213,40
03/01/18-18:00,6,22,43,253,27
03/01/18-18:10,6,32,58,257,12
03/01/18-18:20,6,33,66,298,9
03/01/18-18:30,6,33,71,380,5
03/01/18-18:40,7,33,80,323,4
03/01/18-18:50,7,33,85,511,5
03/01/18-19:00,6,33,80,537,5
03/01/18-19:10,6,59,76,649,7
03/01/18-19:20,6,61,64,658,7
03/01/18-19:30,7,61,60,512,5
03/01/18-19:40,6,61,60,523,5
03/01/18-19:50,6,61,62,915,7
03/01/18-20:00,6,61,66,1123,7
03/01/18-20:10,7,65,63,1009,6
03/01/18-20:20,6,66,53,896,4
03/01/18-20:30,6,66,60,1072,8
03/01/18-20:40,7,66,76,1080,6
03/01/18-20:50,8,66,83,1034,6
03/01/18-21:00,6,66,81,1075,6
03/01/18-21:10,7,83,77,1103,6
03/01/18-21:20,7,85,73,1197,6
03/01/18-21:30,6,85,68,1243,7
03/01/18-21:40,7,85,71,1471,9
03/01/18-21:50,6,85,69,1473,8
03/01/18-22:00,7,85,63,1533,8
03/01/18-22:10,7,93,59,1198,6
03/01/18-22:20,7,94,53,912,8
03/01/18-22:30,7,94,50,970,6
03/01/18-22:40,6,94,57,1281,6
03/01/18-22:50,6,94,56,1335,7
03/01/18-23:00,6,94,56,1686,8
03/01/18-23:10,7,73,54,1441,6
03/01/18-23:20,6,73,49,1484,6
03/01/18-23:30,7,73,54,1572,7
03/01/18-23:40,6,73,49,1300,5
03/01/18-23:50,5,73,46,1260,6
04/01/18-00:00,6,73,50,1279,7
04/01/18-00:10,6,86,49,1302,7
04/01/18-00:20,6,87,47,1260,7
04/01/18-00:30,6,87,42,1243,6
04/01/18-00:40,6,87,40,1221,6
04/01/18-00:50,6,87,39,1229,6
04/01/18-01:00,6,87,39,1170,6
04/01/18-01:10,6,75,36,1122,6
04/01/18-01:20,6,74,36,1118,5
04/01/18-01:30,6,74,33,992,5
04/01/18-01:40,6,74,31,953,4
04/01/18-01:50,6,74,30,843,5
04/01/18-02:00,6,74,29,826,4
04/01/18-02:10,6,60,30,729,4
04/01/18-02:20,5,59,27,665,3
04/01/18-02:30,6,59,25,596,3
04/01/18-02:40,6,59,29,1041,5
04/01/18-02:50,6,59,27,493,2
04/01/18-03:00,6,59,27,424,3
04/01/18-03:10,6,48,23,427,3
04/01/18-03:20,6,47,26,523,4
04/01/18-03:30,6,47,23,472,4
04/01/18-03:40,5,47,26,420,3
04/01/18-03:50,6,47,24,390,3
04/01/18-04:00,5,47,22,264,3
04/01/18-04:10,5,36,22,175,4
04/01/18-04:20,5,35,22,157,6
04/01/18-04:30,5,35,23,157,6
04/01/18-04:40,6,35,24,162,6
04/01/18-04:50,5,35,27,164,5
04/01/18-05:00,6,35,18,241,2
04/01/18-05:10,6,33,21,237,3
04/01/18-05:20,6,33,21,232,3
04/01/18-05:30,6,33,22,208,3
04/01/18-05:40,6,33,24,236,3
04/01/18-05:50,5,33,24,238,3
04/01/18-06:00,6,33,26,251,3
04/01/18-06:10,5,33,30,208,3
04/01/18-06:20,5,33,29,223,3
04/01/18-06:30,5,33,28,235,2
04/01/18-06:40,6,33,26,236,3
04/01/18-06:50,5,33,30,231,3
04/01/18-07:00,5,33,32,208,3
04/01/18-07:10,5,24,33,200,3
04/01/18-07:20,6,23,36,188,3
04/01/18-07:30,6,23,35,159,3
04/01/18-07:40,5,23,36,163,4
04/01/18-07:50,5,23,39,160,3
04/01/18-08:00,5,23,37,170,3
04/01/18-08:10,5,21,37,188,3
04/01/18-08:20,5,21,38,194,3
04/01/18-08:30,5,21,39,171,3
04/01/18-08:40,5,21,39,164,3
04/01/18-08:50,6,21,39,199,4
04/01/18-09:00,5,21,38,202,4
04/01/18-09:10,6,18,39,206,5
04/01/18-09:20,6,18,37,201,5
04/01/18-09:30,5,18,33,201,5
04/01/18-09:40,6,18,34,213,6
04/01/18-09:50,5,18,34,241,5
04/01/18-10:00,6,18,35,237,5
04/01/18-10:10,5,25,34,240,6
04/01/18-10:20,5,25,35,241,6
04/01/18-10:30,6,25,34,241,8
04/01/18-10:40,5,25,33,245,7
04/01/18-10:50,5,25,32,254,7
04/01/18-11:00,5,25,31,277,7
04/01/18-11:10,6,26,29,248,9
04/01/18-11:20,4,26,29,252,9
04/01/18-11:30,5,26,32,281,9
04/01/18-11:40,5,26,34,305,11
04/01/18-11:50,5,26,38,345,10
04/01/18-12:00,5,26,39,357,11
04/01/18-12:10,4,35,41,366,12
04/01/18-12:20,5,36,44,357,15
04/01/18-12:30,6,36,42,349,15
04/01/18-12:40,6,36,40,310,15
04/01/18-12:50,6,36,41,313,16
04/01/18-13:00,6,36,41,313,18
04/01/18-13:10,6,56,46,313,19
04/01/18-13:20,6,57,47,289,19
04/01/18-13:30,5,57,52,332,19
04/01/18-13:40,6,57,55,390,19
04/01/18-13:50,5,57,54,398,19
04/01/18-14:00,7,57,54,377,19
04/01/18-14:10,8,65,58,386,16
04/01/18-14:20,8,65,61,358,14
04/01/18-14:30,10,65,61,329,12
04/01/18-14:40,10,65,62,326,12
04/01/18-14:50,10,65,58,302,12
04/01/18-15:00,10,65,55,275,12
04/01/18-15:10,12,62,58,278,12
04/01/18-15:20,11,62,57,277,14
04/01/18-15:30,15,62,60,276,14
04/01/18-15:40,14,62,56,291,17
04/01/18-15:50,11,62,54,320,21
04/01/18-16:00,9,62,49,322,29
04/01/18-16:10,9,55,40,308,41
04/01/18-16:20,7,55,34,338,45
04/01/18-16:30,8,55,34,312,45
04/01/18-16:40,7,55,39,316,42
04/01/18-16:50,8,55,37,312,43
04/01/18-17:00,7,55,34,277,40
04/01/18-17:10,7,83,32,219,37
04/01/18-17:20,7,85,32,206,36
04/01/18-17:30,7,85,35,167,33
04/01/18-17:40,6,85,42,193,25
04/01/18-17:50,6,85,47,203,20
04/01/18-18:00,7,85,50,224,15
04/01/18-18:10,6,45,57,228,11
04/01/18-18:20,6,43,62,338,5
04/01/18-18:30,6,43,61,453,6
04/01/18-18:40,6,43,68,673,8
04/01/18-18:50,8,43,68,636,6
04/01/18-19:00,7,43,60,477,4
04/01/18-19:10,6,68,58,422,5
04/01/18-19:20,6,70,55,424,5
04/01/18-19:30,6,70,53,425,5
04/01/18-19:40,6,70,54,439,4
04/01/18-19:50,6,70,50,431,5
04/01/18-20:00,6,70,50,400,3
04/01/18-20:10,6,63,53,374,4
04/01/18-20:20,6,63,63,458,5
04/01/18-20:30,6,63,60,461,4
04/01/18-20:40,6,63,55,457,4
04/01/18-20:50,6,63,54,444,4
04/01/18-21:00,5,63,53,461,4
04/01/18-21:10,7,72,53,445,5
04/01/18-21:20,6,73,33,234,15
04/01/18-21:30,5,73,23,194,22
04/01/18-21:40,5,73,19,162,23
04/01/18-21:50,5,73,18,163,23
04/01/18-22:00,5,73,15,166,24
04/01/18-22:10,5,33,13,155,27
04/01/18-22:20,4,31,17,136,21
04/01/18-22:30,5,31,26,171,17
04/01/18-22:40,6,31,21,165,23
04/01/18-22:50,5,31,23,162,19
04/01/18-23:00,5,31,23,165,17
04/01/18-23:10,6,27,23,169,16
04/01/18-23:20,5,27,27,164,11
04/01/18-23:30,5,27,27,168,13
04/01/18-23:40,5,27,25,162,13
04/01/18-23:50,4,27,23,164,18
05/01/18-00:00,5,27,16,158,24
05/01/18-00:10,5,32,14,162,25
05/01/18-00:20,5,32,13,131,25
05/01/18-00:30,5,32,13,126,25
05/01/18-00:40,4,32,13,124,24
05/01/18-00:50,5,32,12,123,26
05/01/18-01:00,5,32,13,125,23
05/01/18-01:10,5,26,33,126,11
05/01/18-01:20,5,26,23,121,21
05/01/18-01:30,5,26,26,125,15
05/01/18-01:40,6,26,41,129,4
05/01/18-01:50,6,26,42,124,9
05/01/18-02:00,5,26,32,128,17
05/01/18-02:10,6,30,27,128,21
05/01/18-02:20,5,30,26,129,16
05/01/18-02:30,5,30,24,125,17
05/01/18-02:40,5,30,21,127,20
05/01/18-02:50,5,30,22,127,19
05/01/18-03:00,5,30,27,129,12
05/01/18-03:10,5,30,30,126,10
05/01/18-03:20,5,30,28,130,13
05/01/18-03:30,5,30,28,131,11
05/01/18-03:40,5,30,28,125,12
05/01/18-03:50,5,30,25,128,12
05/01/18-04:00,5,30,25,127,13
05/01/18-04:10,5,25,25,125,13
05/01/18-04:20,5,25,26,126,12
05/01/18-04:30,5,25,25,133,11
05/01/18-04:40,6,25,25,129,12
05/01/18-04:50,4,25,22,129,15
05/01/18-05:00,5,25,23,127,14
05/01/18-05:10,4,27,24,128,14
05/01/18-05:20,5,27,24,134,14
05/01/18-05:30,5,27,23,125,15
05/01/18-05:40,5,27,22,121,16
05/01/18-05:50,5,27,23,126,16
05/01/18-06:00,5,27,20,131,19
05/01/18-06:10,5,29,20,127,18
05/01/18-06:20,5,29,22,128,15
05/01/18-06:30,4,29,21,124,16
05/01/18-06:40,5,29,21,127,19
05/01/18-06:50,4,29,22,123,18
05/01/18-07:00,4,29,23,115,17
05/01/18-07:10,5,22,25,92,16
05/01/18-07:20,5,22,24,79,18
05/01/18-07:30,5,22,25,95,17
05/01/18-07:40,5,22,27,85,16
05/01/18-07:50,5,22,23,85,21
05/01/18-08:00,5,22,21,84,23
05/01/18-08:10,5,17,25,85,19
05/01/18-08:20,5,17,25,84,25
05/01/18-08:30,4,17,27,87,23
05/01/18-08:40,5,17,25,88,25
05/01/18-08:50,5,17,25,91,22
05/01/18-09:00,5,17,25,92,22
05/01/18-09:10,5,15,33,96,15
05/01/18-09:20,5,15,33,98,24
05/01/18-09:30,5,15,27,85,24
05/01/18-09:40,5,15,29,117,24
05/01/18-09:50,5,15,35,123,20
05/01/18-10:00,5,15,35,139,26
05/01/18-10:10,5,19,29,129,32
05/01/18-10:20,6,19,23,105,38
05/01/18-10:30,5,19,18,87,42
05/01/18-10:40,5,19,17,86,46
05/01/18-10:50,5,19,14,87,50
05/01/18-11:00,6,19,14,89,52
05/01/18-11:10,5,11,12,92,56
05/01/18-11:20,4,11,7,93,63
05/01/18-11:30,5,11,6,91,63
05/01/18-11:40,6,11,7,86,60
05/01/18-11:50,5,11,8,86,60
05/01/18-12:00,6,11,7,91,63
05/01/18-12:10,5,8,5,88,67
05/01/18-12:20,5,8,7,93,64
05/01/18-12:30,4,8,8,86,67
05/01/18-12:40,5,8,4,83,69
05/01/18-12:50,5,8,6,85,66
05/01/18-13:20,5,5,10,88,45
05/01/18-13:30,5,5,10,90,45
05/01/18-13:40,5,5,7,81,51
05/01/18-13:50,5,5,5,90,52
05/01/18-14:00,5,5,4,90,54
05/01/18-14:10,6,7,6,90,54
05/01/18-14:20,6,7,7,92,55
05/01/18-14:30,5,7,9,92,55
05/01/18-14:40,6,7,10,87,56
05/01/18-14:50,5,7,9,87,57
05/01/18-15:00,6,7,9,89,57
05/01/18-15:10,6,9,12,93,54
05/01/18-15:20,6,9,19,92,51
05/01/18-15:30,6,9,16,93,53
05/01/18-15:40,5,9,15,92,54
05/01/18-15:50,5,9,16,87,55
05/01/18-16:00,5,9,13,95,55
05/01/18-16:10,6,7,14,91,58
05/01/18-16:20,6,7,11,94,57
05/01/18-16:30,6,7,10,92,59
05/01/18-16:40,5,7,14,94,58
05/01/18-16:50,5,7,7,88,63
05/01/18-17:00,5,7,8,93,62
05/01/18-17:10,6,7,8,92,62
05/01/18-17:20,6,7,9,91,60
05/01/18-17:30,5,7,12,84,59
05/01/18-17:40,5,7,15,86,55
05/01/18-17:50,5,7,18,114,54
05/01/18-18:00,5,7,19,122,51
05/01/18-18:10,5,16,24,144,41
05/01/18-18:20,5,17,60,171,16
05/01/18-18:30,5,17,62,160,10
05/01/18-18:40,6,17,68,192,5
05/01/18-18:50,5,17,71,244,5
05/01/18-19:00,6,17,74,299,5
05/01/18-19:10,6,39,74,277,5
05/01/18-19:20,5,40,74,438,7
05/01/18-19:30,5,40,69,785,10
05/01/18-19:40,6,40,70,1122,10
05/01/18-19:50,6,40,65,1100,10
05/01/18-20:00,6,40,56,977,9
