FECHA-HORA,SO2,PART,NO2,CO,O3
23/02/18-23:40,5,52,58,267,17
23/02/18-23:50,5,52,49,219,32
24/02/18-00:00,5,52,54,192,24
24/02/18-00:10,6,51,56,228,28
24/02/18-00:20,5,51,40,193,38
24/02/18-00:30,5,51,39,199,35
24/02/18-00:40,4,51,45,244,26
24/02/18-00:50,5,51,40,223,34
24/02/18-01:00,5,51,34,192,37
24/02/18-01:10,5,38,32,193,38
24/02/18-01:20,5,38,31,195,34
24/02/18-01:30,5,38,31,208,32
24/02/18-01:40,5,38,29,195,30
24/02/18-01:50,5,38,31,197,27
24/02/18-02:00,5,38,35,190,25
24/02/18-02:10,5,37,32,194,20
24/02/18-02:20,4,37,33,190,18
24/02/18-02:30,5,37,45,194,12
24/02/18-02:40,5,37,46,199,12
24/02/18-02:50,5,37,47,234,10
24/02/18-03:00,4,37,51,275,7
24/02/18-03:10,5,40,51,262,6
24/02/18-03:20,6,40,47,266,6
24/02/18-03:30,5,40,50,281,6
24/02/18-03:40,6,40,51,226,16
24/02/18-03:50,5,40,42,182,23
24/02/18-04:00,5,40,35,164,29
24/02/18-04:10,5,45,30,158,30
24/02/18-04:20,5,45,25,140,40
24/02/18-04:30,5,45,17,122,45
24/02/18-04:40,5,45,15,125,45
24/02/18-04:50,5,45,15,86,45
24/02/18-05:00,5,45,15,80,47
24/02/18-05:10,5,28,16,100,44
24/02/18-05:20,5,28,20,101,44
24/02/18-05:30,4,28,15,86,48
24/02/18-05:40,5,28,15,86,49
24/02/18-05:50,5,28,13,85,48
24/02/18-06:00,5,28,12,86,48
24/02/18-06:10,5,28,12,84,42
24/02/18-06:20,5,28,13,87,39
24/02/18-06:30,5,28,16,98,34
24/02/18-06:40,5,28,19,138,28
24/02/18-06:50,5,28,25,139,25
24/02/18-07:00,5,28,30,129,22
24/02/18-07:10,5,29,42,127,12
24/02/18-07:20,6,29,46,125,9
24/02/18-07:30,6,29,43,122,8
24/02/18-07:40,6,29,42,127,7
24/02/18-07:50,5,29,43,125,6
24/02/18-08:00,6,29,42,121,6
24/02/18-08:10,5,39,37,124,6
24/02/18-08:20,5,39,38,123,7
24/02/18-08:30,5,39,40,123,8
24/02/18-08:40,6,39,39,125,9
24/02/18-08:50,6,39,45,222,9
24/02/18-09:00,5,39,51,220,10
24/02/18-09:10,6,40,47,157,19
24/02/18-09:20,5,40,44,134,21
24/02/18-09:30,5,40,49,162,21
24/02/18-09:40,6,40,47,176,22
24/02/18-09:50,6,40,44,182,26
24/02/18-10:00,7,40,40,153,31
24/02/18-10:10,8,51,37,161,37
24/02/18-10:20,7,51,35,162,40
24/02/18-10:30,7,51,29,155,48
24/02/18-10:40,8,51,25,118,53
24/02/18-10:50,8,51,23,126,57
24/02/18-11:00,7,51,22,125,63
24/02/18-11:10,7,42,19,124,71
24/02/18-11:20,7,42,18,122,74
24/02/18-11:30,7,42,16,122,79
24/02/18-11:40,6,42,15,123,82
24/02/18-11:50,7,42,16,122,83
24/02/18-12:00,6,42,13,118,90
24/02/18-12:10,6,40,10,118,93
24/02/18-12:20,6,40,10,122,96
24/02/18-12:30,6,40,9,122,96
24/02/18-12:40,5,40,10,126,97
24/02/18-12:50,6,40,14,122,92
24/02/18-13:00,6,40,12,120,93
24/02/18-13:10,6,27,12,127,94
24/02/18-13:20,6,27,16,123,91
24/02/18-13:30,5,27,16,131,95
24/02/18-13:40,5,27,9,126,101
24/02/18-13:50,5,27,8,124,103
24/02/18-14:00,5,27,10,122,103
24/02/18-14:10,5,27,7,98,106
24/02/18-14:20,5,27,9,121,106
24/02/18-14:30,5,27,10,108,104
24/02/18-14:40,5,27,8,121,107
24/02/18-14:50,5,27,7,114,106
24/02/18-15:00,6,27,11,112,98
24/02/18-15:10,7,23,18,112,99
24/02/18-15:20,4,23,7,106,105
24/02/18-15:30,4,23,6,87,106
24/02/18-15:40,4,23,7,82,104
24/02/18-15:50,4,23,7,81,103
24/02/18-16:00,5,23,7,80,104
24/02/18-16:10,5,22,6,84,106
24/02/18-16:20,5,22,6,85,105
24/02/18-16:30,6,22,5,82,105
24/02/18-16:40,5,22,6,88,102
24/02/18-16:50,5,22,8,85,104
24/02/18-17:00,4,22,5,85,105
24/02/18-17:10,4,33,5,90,106
24/02/18-17:20,5,33,5,93,105
24/02/18-17:30,5,33,5,96,105
24/02/18-17:40,4,33,9,90,103
24/02/18-17:50,4,33,6,91,104
24/02/18-18:00,4,33,8,87,104
24/02/18-18:10,4,27,8,90,103
24/02/18-18:20,4,27,11,119,98
24/02/18-18:30,4,27,9,114,101
24/02/18-18:40,4,27,11,126,92
24/02/18-18:50,4,27,14,125,90
24/02/18-19:00,5,27,19,123,83
24/02/18-19:10,5,30,23,150,76
24/02/18-19:20,5,30,22,163,77
24/02/18-19:30,5,30,26,155,72
24/02/18-19:40,5,30,28,160,71
24/02/18-19:50,5,30,29,161,67
24/02/18-20:00,4,30,27,190,72
24/02/18-20:10,5,34,20,201,74
24/02/18-20:20,4,34,17,168,72
24/02/18-20:30,4,34,24,164,64
24/02/18-20:40,4,34,28,172,58
24/02/18-20:50,5,34,38,195,47
24/02/18-21:00,5,34,37,196,53
24/02/18-21:10,5,54,24,191,61
24/02/18-21:20,5,54,21,197,55
24/02/18-21:30,5,54,43,238,37
24/02/18-21:40,4,54,35,228,50
24/02/18-21:50,5,54,29,206,50
24/02/18-22:00,5,54,38,221,40
24/02/18-22:10,5,45,45,236,36
24/02/18-22:20,5,45,49,243,31
24/02/18-22:30,5,45,59,279,20
24/02/18-22:40,6,45,65,280,18
24/02/18-22:50,4,45,56,273,22
24/02/18-23:00,5,45,47,316,31
24/02/18-23:10,5,64,43,315,33
24/02/18-23:20,5,64,39,325,35
24/02/18-23:30,5,64,40,334,35
24/02/18-23:40,5,64,39,290,39
24/02/18-23:50,4,64,50,369,17
25/02/18-00:00,5,64,61,351,14
25/02/18-00:10,5,69,48,246,37
25/02/18-00:20,5,69,24,198,57
25/02/18-00:30,4,69,20,197,56
25/02/18-00:40,5,69,26,244,36
25/02/18-00:50,5,69,46,272,25
25/02/18-01:00,5,69,58,340,10
25/02/18-01:10,5,54,56,342,15
25/02/18-01:20,5,54,46,286,23
25/02/18-01:30,5,54,41,272,24
25/02/18-01:40,5,54,33,247,42
25/02/18-01:50,5,54,12,173,73
25/02/18-02:00,4,54,9,155,77
25/02/18-02:10,5,48,10,129,77
25/02/18-02:20,5,48,12,124,73
25/02/18-02:30,5,48,12,125,71
25/02/18-02:40,5,48,16,120,63
25/02/18-02:50,4,48,21,137,57
25/02/18-03:00,4,48,19,154,57
25/02/18-03:10,5,37,18,154,58
25/02/18-03:20,5,37,18,161,53
25/02/18-03:30,4,37,19,188,55
25/02/18-03:40,4,37,19,170,53
25/02/18-03:50,5,37,23,166,44
25/02/18-04:00,4,37,20,152,53
25/02/18-04:10,5,36,8,138,66
25/02/18-04:20,3,36,8,123,65
25/02/18-04:30,5,36,9,121,62
25/02/18-04:40,4,36,9,125,65
25/02/18-04:50,5,36,6,125,69
25/02/18-05:00,5,36,7,120,71
25/02/18-05:10,5,34,9,118,69
25/02/18-05:20,4,34,10,124,68
25/02/18-05:30,4,34,11,114,63
25/02/18-05:40,5,34,12,127,52
25/02/18-05:50,4,34,20,157,35
25/02/18-06:00,5,34,20,153,35
25/02/18-06:10,4,34,20,158,38
25/02/18-06:20,4,34,21,161,37
25/02/18-06:30,4,34,20,159,37
25/02/18-06:40,4,34,21,158,35
25/02/18-06:50,4,34,23,160,34
25/02/18-07:00,5,34,17,144,49
25/02/18-07:10,4,40,9,121,56
25/02/18-07:20,4,40,10,117,58
25/02/18-07:30,5,40,10,115,61
25/02/18-07:40,5,40,8,117,60
25/02/18-07:50,4,40,10,118,56
25/02/18-08:00,4,40,9,120,61
25/02/18-08:10,5,34,12,114,58
25/02/18-08:20,5,34,13,130,49
25/02/18-08:30,5,34,14,118,49
25/02/18-08:40,5,34,28,120,42
25/02/18-08:50,5,34,17,123,61
25/02/18-09:00,5,34,20,146,45
25/02/18-09:10,5,35,26,152,35
25/02/18-09:20,6,35,30,157,33
25/02/18-09:30,6,35,34,157,36
25/02/18-09:40,5,35,33,152,39
25/02/18-09:50,5,35,31,160,44
25/02/18-10:00,5,35,34,162,36
25/02/18-10:10,4,49,30,187,37
25/02/18-10:20,4,49,21,197,40
25/02/18-10:30,5,49,17,173,49
25/02/18-10:40,4,49,16,156,50
25/02/18-10:50,4,49,25,194,41
25/02/18-11:00,4,49,24,187,49
25/02/18-11:10,4,46,22,191,47
25/02/18-11:20,4,46,25,192,47
25/02/18-11:30,5,46,24,194,51
25/02/18-11:40,4,46,24,198,53
25/02/18-11:50,5,46,23,192,57
25/02/18-12:00,5,46,20,189,61
25/02/18-12:10,5,50,23,192,58
25/02/18-12:20,4,50,21,198,58
25/02/18-12:30,4,50,20,195,61
25/02/18-12:40,4,50,19,219,59
25/02/18-12:50,5,50,17,189,67
25/02/18-13:00,4,50,10,141,76
25/02/18-13:10,5,49,9,121,77
25/02/18-13:20,4,49,9,129,82
25/02/18-13:30,4,49,8,125,83
25/02/18-13:40,4,49,13,133,72
25/02/18-13:50,5,49,18,152,69
25/02/18-14:00,5,49,15,153,72
25/02/18-14:10,5,28,13,149,74
25/02/18-14:20,5,28,15,158,77
25/02/18-14:30,6,28,11,144,85
25/02/18-14:40,6,28,7,122,89
25/02/18-14:50,5,28,8,126,91
25/02/18-15:00,5,28,10,122,95
25/02/18-15:10,5,29,10,122,97
25/02/18-15:20,6,29,8,124,99
25/02/18-15:30,5,29,7,124,97
25/02/18-15:40,5,29,8,122,98
25/02/18-15:50,5,29,7,121,98
25/02/18-16:00,5,29,7,125,99
25/02/18-16:10,5,23,7,121,100
25/02/18-16:20,4,23,7,125,98
25/02/18-16:30,5,23,7,122,96
25/02/18-16:40,5,23,6,122,98
25/02/18-16:50,4,23,6,126,98
25/02/18-17:00,5,23,6,123,98
25/02/18-17:10,4,19,5,122,97
25/02/18-17:20,4,19,5,120,97
25/02/18-17:30,4,19,5,122,96
25/02/18-17:40,5,19,6,121,94
25/02/18-17:50,4,19,7,122,94
25/02/18-18:00,5,19,6,122,94
25/02/18-18:10,4,15,4,105,93
25/02/18-18:20,5,15,6,84,92
25/02/18-18:30,4,15,6,100,91
25/02/18-18:40,5,15,8,116,87
25/02/18-18:50,3,15,8,120,88
25/02/18-19:00,4,15,10,123,79
25/02/18-19:10,3,23,15,119,74
25/02/18-19:20,4,23,17,121,59
25/02/18-19:30,4,23,24,139,51
25/02/18-19:40,4,23,48,181,36
25/02/18-19:50,4,23,44,168,32
25/02/18-20:00,4,23,46,174,27
25/02/18-20:10,5,35,80,418,10
25/02/18-20:20,4,35,75,774,12
25/02/18-20:30,4,35,74,953,13
25/02/18-20:40,4,35,72,848,10
25/02/18-20:50,3,35,72,516,7
25/02/18-21:00,5,35,66,447,10
25/02/18-21:10,5,72,58,354,20
25/02/18-21:20,4,72,50,272,24
25/02/18-21:30,5,72,43,233,31
25/02/18-21:40,4,72,54,283,18
25/02/18-21:50,4,72,49,263,31
25/02/18-22:00,4,72,34,238,36
25/02/18-22:10,4,41,24,202,39
25/02/18-22:20,4,41,21,170,48
25/02/18-22:30,4,41,15,157,47
25/02/18-22:40,4,41,21,157,40
25/02/18-22:50,4,41,30,175,33
25/02/18-23:00,4,41,39,281,19
25/02/18-23:10,4,26,50,545,17
25/02/18-23:20,5,26,53,598,15
25/02/18-23:30,4,26,44,392,25
25/02/18-23:40,5,26,41,376,23
25/02/18-23:50,4,26,37,415,24
26/02/18-00:00,5,26,40,420,16
26/02/18-00:10,4,53,37,370,21
26/02/18-00:20,4,53,32,269,26
26/02/18-00:30,5,53,26,257,27
26/02/18-00:40,5,53,19,210,32
26/02/18-00:50,4,53,21,190,35
26/02/18-01:00,6,53,19,197,33
26/02/18-01:10,4,33,15,172,42
26/02/18-01:20,4,33,13,144,41
26/02/18-01:30,5,33,18,156,30
26/02/18-01:40,4,33,21,174,26
26/02/18-01:50,4,33,22,210,26
26/02/18-02:00,3,33,24,251,24
26/02/18-02:10,4,24,24,255,25
26/02/18-02:20,4,24,25,227,24
26/02/18-02:30,3,24,25,234,26
26/02/18-02:40,4,24,23,201,23
26/02/18-02:50,4,24,22,194,23
26/02/18-03:00,3,24,22,234,26
26/02/18-03:10,3,33,21,202,27
26/02/18-03:20,5,33,19,197,27
26/02/18-03:30,4,33,18,191,26
26/02/18-03:40,5,33,17,191,18
26/02/18-03:50,5,33,17,179,18
26/02/18-04:00,4,33,16,190,18
26/02/18-04:10,4,26,19,158,19
26/02/18-04:20,4,26,21,161,17
26/02/18-04:30,4,26,18,163,19
26/02/18-04:40,4,26,15,152,15
26/02/18-04:50,5,26,15,163,13
26/02/18-05:00,5,26,16,146,13
26/02/18-05:10,5,22,15,133,16
26/02/18-05:20,4,22,18,121,17
26/02/18-05:30,4,22,22,119,21
26/02/18-05:40,4,22,21,123,20
26/02/18-05:50,4,22,17,116,15
26/02/18-06:00,5,22,18,116,9
26/02/18-06:10,5,20,26,138,6
26/02/18-06:20,5,20,30,161,5
26/02/18-06:30,4,20,31,162,7
26/02/18-06:40,5,20,34,152,7
26/02/18-06:50,5,20,33,157,11
26/02/18-07:00,5,20,34,156,11
26/02/18-07:10,5,36,36,151,7
26/02/18-07:20,5,36,32,150,4
26/02/18-07:30,5,36,30,174,4
26/02/18-07:40,5,36,44,194,5
26/02/18-07:50,5,36,41,194,5
26/02/18-08:00,6,36,48,199,5
26/02/18-08:10,5,37,49,199,5
26/02/18-08:20,5,37,55,301,6
26/02/18-08:30,5,37,67,305,6
26/02/18-08:40,6,37,68,342,7
26/02/18-08:50,6,37,63,301,8
26/02/18-09:00,6,37,51,224,13
26/02/18-09:10,6,62,46,175,22
26/02/18-09:20,5,62,44,157,19
26/02/18-09:30,5,62,50,244,14
26/02/18-09:40,7,62,58,255,17
26/02/18-09:50,7,62,61,264,17
26/02/18-10:00,7,62,61,280,18
26/02/18-10:10,6,43,61,270,21
26/02/18-10:20,6,43,60,264,22
26/02/18-10:30,6,43,60,252,25
26/02/18-10:40,6,43,57,267,25
26/02/18-10:50,7,43,54,236,29
26/02/18-11:00,6,43,53,220,34
26/02/18-11:10,6,48,52,191,33
26/02/18-11:20,6,48,50,195,34
26/02/18-11:30,7,48,53,189,34
26/02/18-11:40,9,48,53,189,37
26/02/18-11:50,11,48,59,188,33
26/02/18-12:00,14,48,68,201,32
26/02/18-12:10,21,51,75,208,25
26/02/18-12:20,24,51,74,189,24
26/02/18-12:30,22,51,70,157,27
26/02/18-12:40,21,51,66,154,29
26/02/18-12:50,31,51,66,161,25
26/02/18-13:00,37,51,73,130,24
26/02/18-13:10,24,47,64,114,40
26/02/18-13:20,15,47,41,123,58
26/02/18-13:30,12,47,32,81,69
26/02/18-13:40,16,47,34,79,57
26/02/18-13:50,27,47,53,85,40
26/02/18-14:00,27,47,61,83,41
26/02/18-14:10,18,22,48,88,54
26/02/18-14:20,19,22,48,90,50
26/02/18-14:30,18,22,48,101,50
26/02/18-14:40,16,22,49,101,51
26/02/18-14:50,15,22,50,117,51
26/02/18-15:00,15,22,46,121,55
26/02/18-15:10,15,24,49,117,52
26/02/18-15:20,13,24,46,122,58
26/02/18-15:30,11,24,39,124,65
26/02/18-15:40,10,24,33,117,71
26/02/18-15:50,8,24,28,95,80
26/02/18-16:00,7,24,19,79,90
26/02/18-16:10,6,24,15,81,93
26/02/18-16:20,4,24,12,85,99
26/02/18-16:30,5,24,11,84,100
26/02/18-16:40,4,24,12,82,100
26/02/18-16:50,4,24,10,75,99
26/02/18-17:00,5,24,9,87,99
26/02/18-17:10,4,19,9,85,101
26/02/18-17:20,4,19,7,78,102
26/02/18-17:30,4,19,9,79,100
26/02/18-17:40,4,19,9,82,100
26/02/18-17:50,3,19,10,84,95
26/02/18-18:00,4,19,17,99,88
26/02/18-18:10,4,22,17,116,87
26/02/18-18:20,5,22,22,119,79
26/02/18-18:30,5,22,31,130,69
26/02/18-18:40,5,22,40,146,63
26/02/18-18:50,7,22,34,123,70
26/02/18-19:00,5,22,42,144,58
26/02/18-19:10,4,37,26,120,76
26/02/18-19:20,5,37,12,116,79
26/02/18-19:30,5,37,14,116,77
26/02/18-19:40,4,37,14,122,76
26/02/18-19:50,5,37,15,119,74
26/02/18-20:00,4,37,15,119,74
26/02/18-20:10,5,24,15,121,78
26/02/18-20:20,5,24,25,137,62
26/02/18-20:30,6,24,26,122,66
26/02/18-20:40,5,24,16,121,73
26/02/18-20:50,5,24,12,126,73
26/02/18-21:00,5,24,11,124,70
26/02/18-21:10,4,21,13,124,69
26/02/18-21:20,5,21,12,116,70
26/02/18-21:30,4,21,12,119,70
26/02/18-21:40,4,21,11,121,67
26/02/18-21:50,4,21,9,120,71
26/02/18-22:00,4,21,8,121,73
26/02/18-22:10,4,23,6,118,74
26/02/18-22:20,3,23,6,127,72
26/02/18-22:30,4,23,7,119,71
26/02/18-22:40,3,23,7,117,70
26/02/18-22:50,4,23,8,123,72
26/02/18-23:00,4,23,8,129,70
26/02/18-23:10,4,15,8,122,68
26/02/18-23:20,4,15,8,118,69
26/02/18-23:30,4,15,7,115,67
26/02/18-23:40,5,15,8,113,69
26/02/18-23:50,4,15,8,120,65
27/02/18-00:00,4,15,11,119,65
27/02/18-00:10,4,17,11,122,62
27/02/18-00:20,5,17,11,119,64
27/02/18-00:30,4,17,10,123,68
27/02/18-00:40,5,17,6,118,72
27/02/18-00:50,4,17,5,130,72
27/02/18-01:00,4,17,5,125,75
27/02/18-01:10,4,14,5,120,74
27/02/18-01:20,4,14,6,123,71
27/02/18-01:30,4,14,7,118,67
27/02/18-01:40,4,14,7,122,64
27/02/18-01:50,5,14,7,122,61
27/02/18-02:00,5,14,10,120,60
27/02/18-02:10,4,13,11,114,59
27/02/18-02:20,4,13,9,119,64
27/02/18-02:30,4,13,8,118,60
27/02/18-02:40,4,13,12,121,57
27/02/18-02:50,4,13,10,122,63
27/02/18-03:00,4,13,10,121,61
27/02/18-03:10,5,11,11,124,65
27/02/18-03:20,4,11,9,118,72
27/02/18-03:30,4,11,9,120,74
27/02/18-03:40,4,11,13,118,64
27/02/18-03:50,4,11,17,120,64
27/02/18-04:00,4,11,18,123,57
27/02/18-04:10,4,9,24,120,51
27/02/18-04:20,4,9,31,119,42
27/02/18-04:30,4,9,32,120,38
27/02/18-04:40,5,9,35,124,37
27/02/18-04:50,4,9,31,125,42
27/02/18-05:00,5,9,32,123,51
27/02/18-05:10,4,9,15,126,70
27/02/18-05:20,4,9,9,121,70
27/02/18-05:30,5,9,8,116,73
27/02/18-05:40,4,9,7,120,75
27/02/18-05:50,4,9,8,115,72
27/02/18-06:00,4,9,9,121,68
27/02/18-06:10,4,8,8,117,76
27/02/18-06:20,3,8,9,116,72
27/02/18-06:30,5,8,11,115,68
27/02/18-06:40,4,8,14,118,67
27/02/18-06:50,4,8,15,118,68
27/02/18-07:00,4,8,15,118,66
27/02/18-07:10,4,8,15,121,68
27/02/18-07:20,3,8,16,116,64
27/02/18-07:30,4,8,18,122,64
27/02/18-07:40,4,8,16,120,64
27/02/18-07:50,3,8,26,118,60
27/02/18-08:00,4,8,25,119,59
27/02/18-08:10,4,9,27,137,52
27/02/18-08:20,4,9,27,129,60
27/02/18-08:30,4,9,16,119,67
27/02/18-08:40,4,9,11,119,71
27/02/18-08:50,4,9,14,119,68
27/02/18-09:00,4,9,16,129,68
27/02/18-09:10,4,7,15,111,68
27/02/18-09:20,3,7,14,119,71
27/02/18-09:30,4,7,12,116,71
27/02/18-09:40,4,7,10,122,76
27/02/18-09:50,4,7,13,120,73
27/02/18-10:00,3,7,9,119,77
27/02/18-10:10,4,8,8,118,80
27/02/18-10:20,4,8,7,119,82
27/02/18-10:30,4,8,8,122,81
27/02/18-10:40,4,8,6,114,84
27/02/18-10:50,3,8,5,121,85
27/02/18-11:00,4,8,8,119,82
27/02/18-11:10,4,13,7,118,83
27/02/18-11:20,4,13,7,117,83
27/02/18-11:30,4,13,9,115,81
27/02/18-11:40,4,13,9,120,77
27/02/18-11:50,4,13,9,122,78
27/02/18-12:00,3,13,9,118,78
27/02/18-12:10,4,10,10,118,78
27/02/18-12:20,3,10,8,118,80
27/02/18-12:30,4,10,8,118,85
27/02/18-12:40,5,10,6,117,87
27/02/18-12:50,4,10,6,115,85
27/02/18-13:00,5,10,7,113,85
27/02/18-13:10,4,9,7,114,84
27/02/18-13:20,4,9,8,120,85
27/02/18-13:30,4,9,8,122,89
27/02/18-13:40,4,9,6,122,91
27/02/18-13:50,3,9,5,116,93
27/02/18-14:00,3,9,8,125,91
27/02/18-14:10,4,11,8,120,90
27/02/18-14:20,4,11,6,118,93
27/02/18-14:30,4,11,7,120,90
27/02/18-14:40,4,11,6,120,90
27/02/18-14:50,3,11,7,126,89
27/02/18-15:00,4,11,7,118,87
27/02/18-15:10,3,11,7,121,89
27/02/18-15:20,4,11,7,123,88
27/02/18-15:30,3,11,7,122,91
27/02/18-15:40,4,11,8,123,88
27/02/18-15:50,4,11,8,119,88
27/02/18-16:00,4,11,7,120,87
27/02/18-16:10,4,12,10,131,84
27/02/18-16:20,3,12,13,125,80
27/02/18-16:30,3,12,13,120,81
27/02/18-16:40,4,12,10,120,86
27/02/18-16:50,4,12,18,120,73
27/02/18-17:00,4,12,16,124,77
27/02/18-17:10,3,17,23,137,68
27/02/18-17:20,4,17,17,131,81
27/02/18-17:30,4,17,12,124,82
27/02/18-17:40,3,17,15,121,81
27/02/18-17:50,4,17,9,123,87
27/02/18-18:00,4,17,9,127,87
27/02/18-18:10,4,17,12,133,81
27/02/18-18:20,4,17,19,126,72
27/02/18-18:30,3,17,25,131,69
27/02/18-18:40,4,17,32,125,54
27/02/18-18:50,4,17,45,150,42
27/02/18-19:00,3,17,62,164,27
27/02/18-19:10,4,15,53,162,35
27/02/18-19:20,4,15,59,168,33
27/02/18-19:30,3,15,49,166,41
27/02/18-19:40,4,15,52,173,28
27/02/18-19:50,3,15,60,210,23
27/02/18-20:00,3,15,56,205,26
27/02/18-20:10,4,26,65,240,20
27/02/18-20:20,4,26,66,288,16
27/02/18-20:30,4,26,71,329,20
27/02/18-20:40,5,26,53,251,39
27/02/18-20:50,3,26,32,192,48
27/02/18-21:00,4,26,24,197,52
27/02/18-21:10,4, ,25,196,50
27/02/18-21:20,4, ,26,191,52
27/02/18-21:30,4, ,29,204,50
27/02/18-21:40,3, ,18,185,59
27/02/18-21:50,4, ,16,159,60
27/02/18-22:00,3, ,15,155,58
27/02/18-22:10,3, ,19,165,46
27/02/18-22:20,4, ,46,189,25
27/02/18-22:30,2, ,43,196,30
27/02/18-22:40,3, ,35,189,36
27/02/18-22:50,3, ,32,192,38
27/02/18-23:00,4, ,27,195,40
27/02/18-23:10,3, ,29,223,39
27/02/18-23:20,3, ,23,175,53
27/02/18-23:30,3, ,12,155,65
27/02/18-23:40,4, ,13,164,56
27/02/18-23:50,4, ,42,278,26
28/02/18-00:00,3, ,47,265,24
28/02/18-00:10,4, ,39,165,32
28/02/18-00:20,4, ,29,153,50
28/02/18-00:30,3, ,9,115,74
28/02/18-00:40,3, ,8,95,73
28/02/18-00:50,4, ,7,83,75
28/02/18-01:00,3, ,5,84,77
28/02/18-01:10,3, ,5,82,79
28/02/18-01:20,3, ,4,85,82
28/02/18-01:30,3, ,4,78,79
28/02/18-01:40,4, ,4,84,79
28/02/18-01:50,3, ,3,84,80
28/02/18-02:00,4, ,3,86,84
28/02/18-02:10,3, ,3,81,87
28/02/18-02:20,3, ,4,86,86
28/02/18-02:30,4, ,5,80,86
28/02/18-02:40,3, ,5,84,90
28/02/18-02:50,3, ,3,81,91
28/02/18-03:00,4, ,2,88,93
28/02/18-03:10,4,15,2,80,93
28/02/18-03:20,4,9,2,80,93
28/02/18-03:30,4,9,2,82,93
28/02/18-03:40,3,9,2,82,96
28/02/18-03:50,3,9,2,83,95
28/02/18-04:00,4,9,2,85,94
28/02/18-04:10,4,12,2,81,94
28/02/18-04:20,3,12,2,84,95
28/02/18-04:30,3,12,2,84,94
28/02/18-04:40,4,12,2,85,93
28/02/18-04:50,4,12,2,85,94
28/02/18-05:00,4,12,1,79,95
28/02/18-05:10,3,18,2,85,94
28/02/18-05:20,3,18,2,85,92
28/02/18-05:30,4,18,2,86,93
28/02/18-05:40,5,18,2,81,91
28/02/18-05:50,3,18,2,81,91
28/02/18-06:00,3,18,2,83,92
28/02/18-06:10,3,8,2,74,90
28/02/18-06:20,4,8,2,77,91
28/02/18-06:30,3,8,2,81,93
28/02/18-06:40,3,8,1,82,92
28/02/18-06:50,4,8,1,83,92
28/02/18-07:00,4,8,2,85,92
28/02/18-07:10,4,11,2,81,90
28/02/18-07:20,4,11,2,81,91
28/02/18-07:30,3,11,2,80,91
28/02/18-07:40,4,11,2,74,91
28/02/18-07:50,3,11,2,83,89
28/02/18-08:00,3,11,4,77,89
28/02/18-08:10,3,16,3,77,90
28/02/18-08:20,4,16,3,79,88
28/02/18-08:30,4,16,2,84,88
28/02/18-08:40,4,16,2,85,87
28/02/18-08:50,3,16,4,81,85
28/02/18-09:00,4,16,4,82,87
28/02/18-09:10,4,13,4,81,87
28/02/18-09:20,3,13,4,85,86
28/02/18-09:30,3,13,4,79,88
28/02/18-09:40,4,13,3,77,89
28/02/18-09:50,4,13,3,74,90
28/02/18-10:00,3,13,2,78,88
28/02/18-10:10,3,14,5,86,84
28/02/18-10:20,4,14,8,82,84
28/02/18-10:30,3,14,6,92,84
28/02/18-10:40,4,14,7,84,83
28/02/18-10:50,5,14,6,90,83
28/02/18-11:00,4,14,4,81,85
28/02/18-11:10,4,14,3,84,84
28/02/18-11:20,3,14,4,84,84
28/02/18-11:30,3,14,4,83,85
28/02/18-11:40,4,14,5,83,84
28/02/18-11:50,3,14,3,92,85
28/02/18-12:00,3,14,4,85,85
28/02/18-12:10,4,13,3,86,85
28/02/18-12:20,3,13,4,86,83
28/02/18-12:30,4,13,4,89,83
28/02/18-12:40,4,13,4,91,83
28/02/18-12:50,3,13,5,95,82
28/02/18-13:00,4,13,6,88,82
28/02/18-13:10,3,14,6,85,82
28/02/18-13:20,4,14,8,89,82
28/02/18-13:30,3,14,9,79,81
28/02/18-13:40,4,14,6,85,83
28/02/18-13:50,4,14,4,89,83
28/02/18-14:00,4,14,7,81,82
28/02/18-14:10,3,22,8,87,83
28/02/18-14:20,4,22,7,87,84
28/02/18-14:30,3,22,5,78,84
28/02/18-14:40,3,22,5,85,85
28/02/18-14:50,4,22,5,83,85
28/02/18-15:00,3,22,4,80,86
28/02/18-15:10,3,16,4,82,85
28/02/18-15:20,3,16,4,83,83
28/02/18-15:30,4,16,5,81,83
28/02/18-15:40,3,16,3,75,85
28/02/18-15:50,3,16,3,86,84
28/02/18-16:00,4,16,4,81,83
28/02/18-16:10,4,9,4,83,83
28/02/18-16:20,4,9,4,84,79
28/02/18-16:30,4,9,4,84,78
28/02/18-16:40,4,9,5,87,77
28/02/18-16:50,4,9,6,77,75
28/02/18-17:00,4,9,7,79,75
28/02/18-17:10,3,11,7,80,73
28/02/18-17:20,4,11,7,80,75
28/02/18-17:30,3,11,5,83,77
28/02/18-17:40,3,11,4,84,77
28/02/18-17:50,3,11,6,78,77
28/02/18-18:00,4,11,6,84,75
28/02/18-18:10,3,10,7,84,75
28/02/18-18:20,3,10,8,75,73
28/02/18-18:30,4,10,7,79,77
28/02/18-18:40,4,10,6,82,78
28/02/18-18:50,4,10,8,79,77
28/02/18-19:00,5,10,7,81,81
28/02/18-19:10,4,8,5,83,87
28/02/18-19:20,3,8,4,83,88
28/02/18-19:30,3,8,4,82,88
28/02/18-19:40,4,8,4,86,90
28/02/18-19:50,3,8,4,83,86
